token	lemma	POS	morph	treated
e	et	CONcoo	MORPH=empty	e
n	ne1	ADVneg	MORPH=empty	n
traiso	traire	PROcar	TEMPS=psp|PERS.=3|NOMB.=s|GENRE=f	traiso
n	ne2	ADVneg	MORPH=empty	n
oo	o4	CONcoo	TEMPS=psp	oo
nk	nul	PROdem	MORPH=empty	nk
u	où	CONcoo	NOMB.=s|GENRE=n	u
mo	mon1	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mo
i	i2	PROadv	MORPH=empty	i
on	on	VERcjg	MODE=ind|NOMB.=s	on
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
mor	morir	VERcjg	NOMB.=s|GENRE=m|CAS=r	mor
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
d	de	PRE	MORPH=empty	d
aute	haut	NOMcom	NOMB.=s|CAS=r	aute
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
semblan	semblant	NOMpro	NOMB.=s|GENRE=m|CAS=r	semblan
t	tu	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
amo	amon	VERcjg	TEMPS=psp|PERS.=1|NOMB.=s|GENRE=m|CAS=r	amo
r	ror2	PRE	GENRE=m	r
oonk	onque	ADVgen	MORPH=empty	oonk
u	o3	PROint	NOMB.=s|GENRE=n|CAS=i	u
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
dam	dan2	NOMpro	NOMB.=s|GENRE=m|CAS=r	dam
e	et	CONcoo	MORPH=empty	e
po	poi	ADVgen	MORPH=empty	po
r	très	PRE	GENRE=m	r
voi	vëoir	NOMcom	MODE=ind|PERS.=1|NOMB.=s	voi
r	ror2	PRE	GENRE=m	r
mo	mon1	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mo
n	ne1	ADVneg	MORPH=empty	n
cue	cuer2	CONsub	NOMB.=s|GENRE=n|CAS=r	cue
r	très	PRE	GENRE=m	r
ont	avoir	NOMcom	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
n	ne1	ADVneg	MORPH=empty	n
en	en2	PRE	MORPH=empty	en
puis	pöoir	VERcjg	NOMB.=s	puis
po	poi	ADVgen	MORPH=empty	po
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
quaat	car	CONsub	PERS.=1	quaat
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
de	de	PRE	MORPH=empty	de
vant	vant	NOMcom	NOMB.=s	vant
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
fuioonku	feindre	VERcjg	PERS.=1|NOMB.=s|GENRE=m	fuioonku
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
n	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
preint	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	preint
ravoir	ravoir2	VERinf	MORPH=empty	ravoir
mierement	mierement	ADVgen	DEGRE=-	mierement
mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mes
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuers
aloit	aler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	aloit
si	si	ADVgen	DEGRE=-	si
tressaillant	trassalir	VERppa	NOMB.=s|CAS=r	tressaillant
qu	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
remest	remanoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	remest
quaat	cart	CONsub	GENRE=m|CAS=n	quaat
jem	je	ADVgen	PERS.=1|GENRE=m	jem
en	en1	PRE	MORPH=empty	en
mui	mui	NOMcom	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mui
lors	lors	ADVgen	DEGRE=-	lors
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
menez	mener	VERppe	NOMB.=s|GENRE=m|CAS=n	menez
sanz	sans	PRE	MORPH=empty	sanz
raencon	räençon	NOMcom	NOMB.=s|GENRE=m|CAS=r	raencon
en	en1	PRE	MORPH=empty	en
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
douce	douz	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	douce
chartre	chartre1	NOMcom	NOMB.=s|GENRE=f|CAS=r	chartre
en	en1	PRE	MORPH=empty	en
prison	prison	NOMcom	NOMB.=s|GENRE=f|CAS=r	prison
dont	dont	PROrel	NOMB.=s|GENRE=f|CAS=i	dont
li	le	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=n	li
piler	piler2	NOMcom	NOMB.=s|GENRE=m|CAS=n	piler
son	son4	VERcjg	PERS.=3|NOMB.=s|GENRE=m|CAS=n	son
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
d	de	VERcjg	NOMB.=s	d
e	et	CONcoo	MORPH=empty	e
talen	talent	VERcjg	NOMB.=s|GENRE=m|CAS=r	talen
t	tu	PROadv	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
oonk	onque	ADVgen	PERS.=1	oonk
u	o3	CONcoo	NOMB.=s|GENRE=n	u
l	le	DETdef	PERS.=3|NOMB.=s|GENRE=n|CAS=r	l
i	i2	PROadv	NOMB.=s	i
hui	ui	ADVgen	MODE=ind|PERS.=1|DEGRE=-	hui
s	si	ADVgen	CAS=r	s
d	de	VERcjg	MORPH=empty	d
e	et	CONcoo	MORPH=empty	e
bia	baivre	ADVgen	MODE=ind|NOMB.=s	bia
u	où	CONcoo	NOMB.=s|CAS=r	u
veoi	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s|CAS=r	veoi
r	rover	PRE	GENRE=m	r
oonk	onque	ADVgen	MORPH=empty	oonk
u	o3	PROrel	NOMB.=s|GENRE=n|CAS=i	u
l	le	PROper	NOMB.=s|GENRE=m|CAS=r	l
i	i2	PROadv	CAS=n	i
ane	asne	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	ane
l	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
d	de	NOMcom	NOMB.=s	d
e	et	CONcoo	MORPH=empty	e
bo	bot1	NOMcom	NOMB.=s|GENRE=m|CAS=r	bo
n	ne2	ADVneg	MORPH=empty	n
espoi	espiet	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	espoi
r	OUT	PRE	GENRE=m	r
d	de	NOMcom	NOMB.=s	d
e	et	CONcoo	MORPH=empty	e
l	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
a	avoir	PRE	TEMPS=pst|PERS.=3|NOMB.=s	a
chartr	chartre1	VERinf	NOMB.=s|CAS=r	chartr
e	et	CONcoo	MORPH=empty	e
a	avoir	PRE	TEMPS=pst|PERS.=3	a
le	le	PROper	NOMB.=s|GENRE=m|CAS=r	le
s	son4	CONsub	NOMB.=s|GENRE=m|CAS=r	s
cle	de	DETrel	NOMB.=s|GENRE=f|CAS=r	cle
,	,	PONfbl	MORPH=empty	,
amor	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amor
s	se	PROper	PERS.=3|GENRE=m|CAS=r	s
oonk	onque	ADVgen	NOMB.=p	oonk
s	soi1	ADVgen	CAS=r	s
i	i2	PROadv	MORPH=empty	i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
misfliles	misille	NOMcom	NOMB.=s|GENRE=m|CAS=r	misfliles
portiers	portier2	NOMcom	NOMB.=p|GENRE=m|CAS=r	portiers
biau	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	biau
semblant	semblant	NOMcom	NOMB.=s|GENRE=m|CAS=r	semblant
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
non	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r	non
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
premiers	premier	PROord	NOMB.=s|GENRE=m|CAS=n	premiers
oonku	onque	ADVgen	GENRE=m|DEGRE=-	oonku
brautez	brazté	VERppe	NOMB.=p|GENRE=m|CAS=n	brautez
ces	ce2	DETdem	PERS.=3|NOMB.=p|GENRE=m|CAS=r	ces
en	en2	PROadv	MORPH=empty	en
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
seignors	seignor	NOMcom	NOMB.=p|GENRE=m|CAS=r	seignors
dangier	dangier	ADJqua	CAS=r	dangier
amis	ami	NOMcom	NOMB.=p|GENRE=m|CAS=n	amis
a	a3	PRE	MORPH=empty	a
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r	vis
de	de	PRE	MORPH=empty	de
vant	vant	NOMpro	NOMB.=s|GENRE=m|CAS=r	vant
jorfelon	jorfeçon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	jorfelon
vllain	vilain	NOMpro	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	vllain
puant	püir	VERppa	NOMB.=s|GENRE=m|CAS=r	puant
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
mout	mout	ADVgen	DEGRE=-	mout
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
maus	mal1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	maus
oonku	onque	ADVgen	GENRE=m	oonku
pautoniers	pautonier	NOMcom	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	pautoniers
cil	cel	DETdem	NOMB.=p|GENRE=m|CAS=n	cil
tooi	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tooi
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
juste	joste2	NOMcom	NOMB.=p|GENRE=m|CAS=n	juste
oonku	onque	PRE	GENRE=m|CAS=n	oonku
hardim	hardi	NOMcom	NOMB.=p|GENRE=m|CAS=n	hardim
lnt	lent1	PROper	NOMB.=s|GENRE=m	lnt
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
tost	tost1	DETind	DEGRE=-	tost
i	i2	DETndf	GENRE=m|CAS=n	i
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n	home
saisi	saisir	VERppe	NOMB.=s|GENRE=m|CAS=n	saisi
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
porroit	pöoir	VERcjg	MODE=con|PERS.=3|NOMB.=s	porroit
sosfrir	sofrir	VERinf	MORPH=empty	sosfrir
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
tristors	tristor	NOMcom	NOMB.=p|GENRE=m|CAS=r	tristors
oonku	onque	PRE	GENRE=m	oonku
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
assauz	assaut	NOMcom	NOMB.=p|GENRE=m|CAS=r	assauz
de	de	PRE	MORPH=empty	de
ces	ce2	DETdem	NOMB.=p|GENRE=m|CAS=r	ces
huissiers	uissier	NOMcom	NOMB.=p|GENRE=m|CAS=r	huissiers
onques	onque	ADVgen	DEGRE=-	onques
rolans	Rollant	NOMcom	NOMB.=p|GENRE=m|CAS=r	rolans
ne	ne2	CONcoo	MORPH=empty	ne
oliuiers	olivier1	NOMcom	NOMB.=p|GENRE=m|CAS=n	oliuiers
ne	ne2	CONcoo	MORPH=empty	ne
vainquu	veintre	VERppe	NOMB.=s|GENRE=m|CAS=r	vainquu
qureent	querre	VERcjg	MODE=ind|PERS.=3|NOMB.=p|DEGRE=-	qureent
signa	signage	VERcjg	MODE=ind|TEMPS=psp|NOMB.=s	signa
z	trois	DETdef	NOMB.=p|GENRE=m|CAS=r	z
estors	estor2	NOMcom	NOMB.=p|GENRE=m|CAS=r	estors
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
vainqqurent	veintre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	vainqqurent
en	en1	PRE	MORPH=empty	en
combatant	combatre	NOMcom	NOMB.=s|GENRE=m|CAS=r	combatant
mez	mais1	CONcoo	NOMB.=p|CAS=r	mez
cez	ce2	PROdem	NOMB.=p|GENRE=m|CAS=r	cez
vaint	veintre	VERcjg	MODE=ind|PERS.=3|NOMB.=s	vaint
on	on	DETndf	NOMB.=s|GENRE=n|CAS=n	on
humeliant	umelïer	VERppa	NOMB.=s	humeliant
soffrir	sofrir	VERinf	MORPH=empty	soffrir
s	se	PROper	PERS.=3|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
confanoniers	gonfanonier	NOMcom	GENRE=m|CAS=n	confanoniers
en	en1	PRE	MORPH=empty	en
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r	cest
estor	estor2	NOMcom	NOMB.=s|GENRE=m|CAS=r	estor
que	que4	PROrel	NOMB.=s|GENRE=m|CAS=r	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
di	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	di
n	ne1	ADVneg	MORPH=empty	n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r	nul
secors	secors	NOMcom	NOMB.=s|GENRE=m|CAS=r	secors
fors	fors1	ADVgen	DEGRE=-	fors
de	de	PRE	MORPH=empty	de
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r	merci
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	CONcoo	MORPH=empty	ne
ne	ne1	ADVneg	MORPH=empty	ne
dont	donc	VERcjg	MODE=ind|PERS.=1|NOMB.=s	dont
mez	mais1	ADVgen	MORPH=empty	mez
rien	rien	NOMcom	NOMB.=s|GENRE=f|CAS=r	rien
que	que4	CONsub	MORPH=empty	que
tant	tant	ADVgen	DEGRE=-	tant
que	que4	CONsub	MORPH=empty	que
faille	falir	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s	faille
a	a3	PRE	MORPH=empty	a
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
amer	amer1	VERinf	MORPH=empty	amer
tant	tant	ADVgen	DEGRE=-	tant
aprisa	aproismier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	aprisa
endurer	endurer	VERinf	MORPH=empty	endurer
que	que4	PROrel	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
vostresi	vostre	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	vostresi
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
o	o3	PROrel	GENRE=n	o
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
pa	pas	ADVgen	PERS.=3|NOMB.=s	pa
r	rompre	PRE	GENRE=m	r
u	o3	PROint	MORPH=empty	u
s	se	CONsub	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
.	.	PONfrt	MORPH=empty	.
c	ce1	CONsub	NOMB.=s|GENRE=n	c
i	i2	PROper	MORPH=empty	i
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m	s
e	en2	CONcoo	MORPH=empty	e
i	i2	PROadv	MORPH=empty	i
l	le	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=n	l
vo	vos	PROper	TEMPS=pst|PERS.=2|NOMB.=p|CAS=n	vo
s	soi1	PROper	GENRE=m|CAS=r	s
e	en1	CONcoo	MORPH=empty	e
n	ne1	ADVneg	MORPH=empty	n
pesoi	peser	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	pesoi
t	tu	PROper	PERS.=2|GENRE=m|CAS=n	t
bie	bien1	ADVgen	DEGRE=p	bie
n	ne2	ADVneg	MORPH=empty	n
n	ne2	ADVneg	MORPH=empty	n
e	et	CONcoo	MORPH=empty	e
m	je	PROper	NOMB.=s|GENRE=m|CAS=i	m
e	en2	CONcoo	MORPH=empty	e
n	ne1	ADVneg	MORPH=empty	n
pui	pui	ADVgen	MODE=ind|PERS.=1|NOMB.=s	pui
s	se	PROper	MORPH=empty	s
i	i2	PROadv	NOMB.=s	i
e	en2	CONcoo	MORPH=empty	e
parti	partir	VERppe	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	parti
r	ror2	PRE	GENRE=m	r
po	poi	ADVgen	MORPH=empty	po
r	ror2	PRE	GENRE=m	r
rie	rire	NOMcom	MODE=sub|TEMPS=pst|NOMB.=s	rie
n	ne2	ADVneg	MORPH=empty	n
qu	que4	PROrel	NOMB.=s|GENRE=n	qu
e	et	CONcoo	MORPH=empty	e
re	restre	ADVneg	NOMB.=s	re
n	ne2	ADVneg	MORPH=empty	n
aiel	aiuel	NOMcom	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	aiel
e	et	CONcoo	MORPH=empty	e
remembr	remembrer	NOMpro	NOMB.=s|CAS=r	remembr
e	et	CONcoo	MORPH=empty	e
oonk	onque	ADVgen	NOMB.=s	oonk
u	o3	CONcoo	MORPH=empty	u
qu	que4	CONsub	NOMB.=s	qu
e	et	CONcoo	MORPH=empty	e
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
s	soi1	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
cuer	cuer2	NOMcom	NOMB.=s|CAS=n	cuer
s	se	PROper	MORPH=empty	s
n	ne2	ADVneg	MORPH=empty	n
e	et	VERcjg	MORPH=empty	e
soi	estre1	PROper	PERS.=3|NOMB.=s	soi
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
ade	avoir	VERcjg	TEMPS=pst|NOMB.=s	ade
,	,	PONfbl	MORPH=empty	,
e	et	CONcoo	MORPH=empty	e
n	ne1	ADVneg	MORPH=empty	n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	l
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
priso	prisier	NOMcom	NOMB.=s|GENRE=f|CAS=r	priso
n	ne2	ADVneg	MORPH=empty	n
c	que4	PROper	NOMB.=s|GENRE=n|CAS=n	c
i	i2	PROadv	MORPH=empty	i
d	de	PRE	MODE=ind|NOMB.=s	d
e	et	CONcoo	MORPH=empty	e
vo	vostre	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	vo
s	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
pre	pré	NOMcom	MODE=ind|NOMB.=s	pre
,	,	PONfbl	MORPH=empty	,
dam	dan2	NOMpro	NOMB.=s|GENRE=m|CAS=r	dam
e	et	CONcoo	MORPH=empty	e
quaa	caire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	quaa
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
i	i2	PROadv	MORPH=empty	i
e	e2	CONcoo	MORPH=empty	e
n	ne1	ADVneg	MORPH=empty	n
e	et	CONcoo	MORPH=empty	e
sa	son4	DETpos	PERS.=3|NOMB.=s|CAS=n|DEGRE=-	sa
i	u2	DETndf	CAS=n	i
guile	guille	NOMcom	TEMPS=pst|NOMB.=s|GENRE=f	guile
r	ror2	PRE	GENRE=f|CAS=r	r
merc	merc	NOMcom	NOMB.=s|GENRE=f|CAS=r	merc
i	i2	PROadv	MORPH=empty	i
seroi	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	seroi
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
d	de	NOMcom	MORPH=empty	d
e	et	CONcoo	MORPH=empty	e
saisonme	Soissons	NOMcom	NOMB.=s|GENRE=m|CAS=n	saisonme
s	soi1	CONsub	GENRE=m|CAS=r	s
d	de	PRE	NOMB.=s	d
e	et	CONcoo	MORPH=empty	e
sosteni	sostenir	VERcjg	NOMB.=s|CAS=r	sosteni
r	ror2	PRE	GENRE=m	r
s	se	DETpos	PERS.=3|NOMB.=s|GENRE=m	s
i	i2	PROadv	MORPH=empty	i
greveu	grevos	ADJqua	MODE=sub|NOMB.=s	greveu
fe	fee1	NOMcom	PERS.=3|NOMB.=s|GENRE=m|CAS=r	fe
s	se	CONsub	PERS.=3|GENRE=m|CAS=r	s
