token	lemma	POS	morph	treated
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
felon	felon	NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	felon
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
mal	mal1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mal
quist	querre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	quist
pour	por2	PRE	MORPH=empty	pour
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
trahiror	traire	NOMcom	NOMB.=s|GENRE=f|CAS=r	trahiror
n	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
voi	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	voi
autre	autre	DETind	NOMB.=s|GENRE=m|CAS=r	autre
raencon	räençon	NOMcom	NOMB.=s|GENRE=m|CAS=r	raencon
fors	fors1	ADVgen	DEGRE=-	fors
que	que4	CONsub	MORPH=empty	que
d	de	PRE	MORPH=empty	d
atendre	atendre	VERinf	MORPH=empty	atendre
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
soufrir	sofrir	VERinf	MORPH=empty	soufrir
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
mauz	mal1	NOMcom	NOMB.=p|GENRE=m|CAS=r	mauz
dont	dont	PROrel	NOMB.=p|GENRE=m|CAS=i	dont
nus	nos1	PROind	PERS.=1|NOMB.=s|GENRE=m|CAS=n	nus
ne	ne1	ADVneg	MORPH=empty	ne
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
guerir	garir	VERinf	MORPH=empty	guerir
fors	fors1	ADVgen	DEGRE=-	fors
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
trichieres	tricher	NOMcom	NOMB.=s|GENRE=m|CAS=r	trichieres
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
mentir	mentir	NOMcom	NOMB.=s|GENRE=m|CAS=r	mentir
maiz	mais1	CONcoo	GENRE=m|CAS=n|DEGRE=c	maiz
n	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
morrai	morir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	morrai
se	se	CONsub	MORPH=empty	se
loiaus	lëal	ADJqua	NOMB.=s|GENRE=m|DEGRE=p	loiaus
non	non	ADVneg	MORPH=empty	non
Tant	tant	ADVgen	DEGRE=-	Tant
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
pleust	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	pleust
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
prison	prison	NOMcom	NOMB.=s|GENRE=f|CAS=r	prison
que	que4	CONsub	MORPH=empty	que
ja	ja	ADVgen	DEGRE=-	ja
jour	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jour
nen	ne1	ADVneg	MORPH=empty	nen
queiss	conoistre	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s|GENRE=m|CAS=r	queiss
e	et	CONcoo	MORPH=empty	e
issi	issi	ADVgen	MODE=ind	issi
r	rov2	PRE	GENRE=m	r
mai	mais1	NOMcom	PERS.=1|CAS=r	mai
,	,	PONfbl	MORPH=empty	,
l	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
i	i2	PROadv	CAS=n	i
losengie	loinengier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	losengie
r	ror2	PRE	GENRE=m	r
l	le	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
i	i2	NOMcom	MORPH=empty	i
felo	felon	NOMcom	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s|GENRE=m	felo
n	ne2	ADVneg	MORPH=empty	n
qu	que4	CONsub	NOMB.=s|CAS=r	qu
i	i2	PROadv	NOMB.=s	i
s	soi1	PROper	PERS.=3|NOMB.=s	s
e	et	CONcoo	MORPH=empty	e
painnen	peine	NOMcom	NOMB.=s|GENRE=m|CAS=n	painnen
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
d	de	VERcjg	NOMB.=s	d
e	et	CONcoo	MORPH=empty	e
mo	mon1	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mo
i	i2	PROadv	MORPH=empty	i
trahi	träir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	trahi
r	OUT	PRE	GENRE=m	r
n	ne2	ADVneg	MORPH=empty	n
e	et	CONcoo	MORPH=empty	e
n	ne1	ADVneg	MORPH=empty	n
vuelen	voloir	VERcjg	MODE=ind|PERS.=1|NOMB.=s	vuelen
t	tu	CONcoo	NOMB.=s|GENRE=m|CAS=r	t
prendr	prendre	VERinf	MORPH=empty	prendr
e	et	CONcoo	MORPH=empty	e
raenco	räençon	VERcjg	NOMB.=s|GENRE=m	raenco
n	ne2	CONcoo	MORPH=empty	n
qu	que4	CONsub	NOMB.=s|GENRE=n	qu
e	et	CONcoo	MORPH=empty	e
lo	le	PROper	NOMB.=s|GENRE=n|CAS=r	lo
r	lor2	PRE	GENRE=m	r
cue	cuer2	CONsub	NOMB.=s|GENRE=n|CAS=r	cue
r	(r	PRE	NOMB.=s|GENRE=m	r
n	ne2	ADVneg	MORPH=empty	n
e	et	CONcoo	MORPH=empty	e
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
poent	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	poent
soufrir	sofrir	VERinf	MORPH=empty	soufrir
einsinc	ainsi	ADVgen	DEGRE=-	einsinc
ne	ne2	ADVneg	MORPH=empty	ne
la	il	PROper	NOMB.=s|GENRE=f|CAS=r	la
puiz	pöoir	VERcjg	MODE=ind|PERS.=1|NOMB.=s	puiz
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
guerir	garir	VERinf	MORPH=empty	guerir
quant	cant1	CONsub	MORPH=empty	quant
outre	outre1	ADVgen	DEGRE=-	outre
chier	chier	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	chier
et	et	CONcoo	MORPH=empty	et
ou	en1+le	CONcoo	MORPH=empty	ou
mentir	mentir	VERinf	MORPH=empty	mentir
ne	ne1	ADVneg	MORPH=empty	ne
puiz	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	puiz
prendre	prendre	VERinf	MORPH=empty	prendre
se	se	CONsub	MORPH=empty	se
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r	mort
non	non	ADVneg	NOMB.=s	non
sanz	sans	PRE	MORPH=empty	sanz
trichier	trichier	VERinf	CAS=n	trichier
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
et	et	CONcoo	MORPH=empty	et
sanz	sans	PRE	MORPH=empty	sanz
fausser	fausser	VERinf	MORPH=empty	fausser
		PONfbl	MORPH=empty	
l	le	DETdef	NOMB.=s|GENRE=f|CAS=n	l
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r	tel
sorgma	sorgier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	sorgma
leissies	laissier	VERcjg	NOMB.=s|GENRE=f|CAS=r	leissies
e	et	CONcoo	MORPH=empty	e
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r	les
deus	deus	ADJcar	NOMB.=p|GENRE=f|CAS=r	deus
pars	part1	NOMcom	NOMB.=p|GENRE=f|CAS=r	pars
d	de	PRE	MORPH=empty	d
einsint	ainsi	ADVgen	DEGRE=-	einsint
amer	amer1	VERinf	MORPH=empty	amer
		PONfbl	MORPH=empty	
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
taut	taire	ADVgen	MORPH=empty	taut
bien	bien1	ADVgen	DEGRE=p	bien
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
sanz	sans	PRE	MORPH=empty	sanz
pitie	pitié	ADJqua	NOMB.=s|GENRE=f|CAS=r	pitie
vel	voloir	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	vel
doint	doner	PROrel	MODE=sub|PERS.=3|NOMB.=s	doint
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
congié	congié	NOMcom	NOMB.=s|GENRE=f|CAS=n	congié
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	du
felon	felon	NOMcom	NOMB.=s|GENRE=m|CAS=r	felon
pense	penser	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	pense
retourner	retorner	VERinf	MORPH=empty	retourner
		PONfbl	MORPH=empty	
qu	que4	PROrel	MORPH=empty	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
pour	por2	PRE	MORPH=empty	pour
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r	mort
conmencie	comencier	VERppe	NOMB.=s|GENRE=f|CAS=r	conmencie
bien	bien1	ADVgen	DEGRE=p	bien
deust	devoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	deust
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
esguarder	esgarder	VERinf	MORPH=empty	esguarder
a	a3	PRE	MORPH=empty	a
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que4	CONsub	NOMB.=s|GENRE=n	que
i	i2	PROadv	MORPH=empty	i
aivanz	avoir	VERppa	PERS.=2|NOMB.=p	aivanz
proie	priier	VERcjg	MODE=sub|PERS.=1|NOMB.=s	proie
se	se	CONsub	MORPH=empty	se
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
voussis	voloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s	voussis
se	se	CONsub	MORPH=empty	se
fausser	fausser	VERinf	MORPH=empty	fausser
preca	prëechier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	preca
que	que4	CONsub	MORPH=empty	que
l	il	DETdef	NOMB.=s|GENRE=f|CAS=n	l
eusse	avoir	VERcjg	MODE=sub|TEMPS=pst|NOMB.=s|GENRE=f	eusse
leissie	laissier	VERppe	PERS.=3|NOMB.=s|GENRE=f|CAS=r	leissie
maiz	mais1	CONcoo	DEGRE=c	maiz
tant	tant	ADVgen	DEGRE=-	tant
la	il	DETdef	NOMB.=s|CAS=r	la
vueull	voloir	VERcjg	NOMB.=s	vueull
de	de	PRE	MORPH=empty	de
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
amer	amer1	VERinf	NOMB.=s	amer
		PONfbl	MORPH=empty	
que	que4	CONsub	MORPH=empty	que
ja	ja	ADVgen	DEGRE=-	ja
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	du
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r	cors
n	ne1	ADVneg	MORPH=empty	n
avrai	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	avrai
pitie	pitié	NOMcom	NOMB.=s|GENRE=f|CAS=r	pitie
espoir	espoir2	NOMcom	MORPH=empty	espoir
sel	si+il	ADVgen.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	sel
faiz	faire	VERcjg	NOMB.=s|GENRE=m|CAS=r	faiz
sanz	sans	PRE	MORPH=empty	sanz
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
congiemes	congié	NOMcom	NOMB.=s|GENRE=m|CAS=r	congiemes
grief	grief	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	grief
sera	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	sera
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
retourner	retorner	NOMcom	NOMB.=s|GENRE=m|CAS=r	retourner
		PONfbl	MORPH=empty	
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
puis	puis	ADVgen	DEGRE=-	puis
qu	que4	CONsub	MORPH=empty	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
commencie	comencier	VERppe	NOMB.=s|GENRE=f|CAS=r	commencie
Ci	ci	ADVgen	DEGRE=-	Ci
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
chancon	chançon	NOMcom	NOMB.=s|GENRE=f|CAS=r	chancon
definer	definer1	VERinf	MORPH=empty	definer
d	de	PRE	MORPH=empty	d
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amours
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
si	si	ADVgen	DEGRE=-	si
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
esmaie	esmaiier	VERppe	NOMB.=s|CAS=r	esmaie
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
conte	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=r	conte
jofffroi	jofroistre	NOMcom	NOMB.=s|GENRE=m|CAS=r	jofffroi
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
proie	proie	NOMcom	NOMB.=s|GENRE=f|CAS=r	proie
qu	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
laist	laissier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	laist
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r	vie
de	de	PRE	MORPH=empty	de
fausser	fausser	VERinf	MORPH=empty	fausser
		PONfbl	MORPH=empty	
mort	mort	VERppe	NOMB.=s|GENRE=m|CAS=r	mort
serjom	serjant	VERcjg	MODE=ind|PERS.=1|NOMB.=s|GENRE=m|CAS=r	serjom
par	par	PRE	MORPH=empty	par
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
pechie	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=r	pechie
