token	lemma	POS	morph	treated
e	et	CONcoo	MORPH=empty	e
n	ne1	ADVneg	MORPH=empty	n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
i	i2	PROadv	MORPH=empty	i
loia	loiier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	loia
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
ochoiso	ocire	NOMcom	TEMPS=psp|NOMB.=s|GENRE=f|CAS=r	ochoiso
n	ne2	ADVneg	MORPH=empty	n
mou	mout	ADVgen	MORPH=empty	mou
t	ton4	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
tief	tierz	NOMcom	NOMB.=s|GENRE=m	tief
g	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	g
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
crue	croistre	VERppe	NOMB.=s|GENRE=f|CAS=r	crue
l	le	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	l
l	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	l
a	avoir	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	a
priso	prisier	NOMcom	NOMB.=s|GENRE=f|CAS=r	priso
n	ne2	ADVneg	MORPH=empty	n
don	dont	VERcjg	NOMB.=s|CAS=i	don
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
fin	fin1	VERcjg	MODE=ind|NOMB.=s	fin
s	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
ami	ami	NOMcom	NOMB.=s|GENRE=m|CAS=r	ami
s	se	PROper	MORPH=empty	s
n	ne2	ADVneg	MORPH=empty	n
e	en2	VERcjg	MORPH=empty	e
pue	pöoir	VERcjg	PERS.=3|NOMB.=s	pue
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
issi	issir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	issi
r	ror2	PRE	GENRE=m	r
pou	poi	ADVgen	DEGRE=-	pou
r	ror2	PRE	GENRE=m	r
c	ce1	CONsub	NOMB.=s	c
e	et	CONcoo	MORPH=empty	e
s	se	CONsub	NOMB.=s	s
e	et	CONcoo	MORPH=empty	e
mo	mon1	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	mo
n	ne1	ADVneg	MORPH=empty	n
cuer	cuer2	NOMcom	NOMB.=s|CAS=r	cuer
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
felon	felon	NOMcom	NOMB.=s|GENRE=m|CAS=r	felon
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
mal	mal1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mal
quist	querre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	quist
pour	por2	PRE	MORPH=empty	pour
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
trahir	traire	VERinf	CAS=r	trahir
or	or4	ADVgen	DEGRE=-	or
n	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
voi	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	voi
autre	autre	DETind	NOMB.=s|GENRE=m|CAS=r	autre
raencon	räençon	NOMcom	NOMB.=s|GENRE=m|CAS=r	raencon
fors	fors1	ADVgen	DEGRE=-	fors
que	que1	CONsub	MORPH=empty	que
d	de	PRE	MORPH=empty	d
atendre	atendre	VERinf	MORPH=empty	atendre
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
soufrir	sofrir	VERinf	MORPH=empty	soufrir
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
mauz	mal1	NOMcom	NOMB.=p|CAS=r	mauz
dont	dont	PROrel	CAS=i	dont
nus	nos1	PROind	PERS.=1|NOMB.=s|GENRE=m|CAS=n	nus
ne	ne1	ADVneg	MORPH=empty	ne
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
guerir	garir	VERinf	MORPH=empty	guerir
fors	fors1	ADVgen	DEGRE=-	fors
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
trichieres	tricherie	NOMcom	NOMB.=s|GENRE=m|CAS=r	trichieres
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
mentir	mentir	NOMcom	NOMB.=s|GENRE=m|CAS=r	mentir
maiz	mais1	CONcoo	GENRE=m|CAS=r|DEGRE=c	maiz
n	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
morrai	morir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	morrai
se	se	CONsub	MORPH=empty	se
loiaus	lëal	ADJqua	NOMB.=p|GENRE=m|DEGRE=p	loiaus
non	non	ADVneg	MORPH=empty	non
Tant	tant	ADVgen	DEGRE=-	Tant
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
pleust	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	pleust
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=n	ceste
prison	prison	NOMcom	NOMB.=s|GENRE=f|CAS=r	prison
que	que4	CONsub	NOMB.=s|CAS=r	que
i	il	PROadv	MORPH=empty	i
a	a3	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
jou	je	PROper	NOMB.=s|GENRE=m|CAS=r	jou
r	2	PRE	NOMB.=s|GENRE=m	r
ne	ne2	ADVneg	MORPH=empty	ne
n	ne1	ADVneg	MORPH=empty	n
queiss	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s|GENRE=m	queiss
e	et	CONcoo	MORPH=empty	e
issi	issi	VERcjg	MODE=ind|NOMB.=s	issi
r	ror2	PRE	GENRE=m	r
mai	mais1	NOMcom	PERS.=1|NOMB.=s|CAS=n	mai
,	,	PONfbl	MORPH=empty	,
l	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
i	i2	PROadv	CAS=n	i
losengie	losengier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	losengie
r	ror2	PRE	GENRE=m	r
l	le	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
i	i2	NOMcom	MORPH=empty	i
felo	felon	NOMcom	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s|GENRE=m	felo
n	ne2	ADVneg	MORPH=empty	n
qu	que4	CONsub	NOMB.=s|GENRE=n	qu
i	i2	PROper	MORPH=empty	i
s	se	CONsub	PERS.=3|NOMB.=s|GENRE=m	s
e	et	CONcoo	MORPH=empty	e
painnen	paien	VERcjg	MODE=sub|PERS.=3|NOMB.=s|CAS=n	painnen
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
d	de	VERcjg	NOMB.=s	d
e	et	CONcoo	MORPH=empty	e
mo	mon1	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mo
i	i2	PROadv	MORPH=empty	i
trahi	träir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	trahi
r	ror3	PRE	GENRE=m	r
n	ne2	ADVneg	MORPH=empty	n
e	et	CONcoo	MORPH=empty	e
n	ne1	ADVneg	MORPH=empty	n
vuelen	voloir	VERcjg	MODE=ind|PERS.=1|NOMB.=s	vuelen
t	tu	CONcoo	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
prendr	prendre	VERinf	MORPH=empty	prendr
e	et	CONcoo	MORPH=empty	e
raenco	räençon	NOMcom	TEMPS=psp|NOMB.=s|GENRE=m|CAS=r	raenco
n	ne2	ADVneg	MORPH=empty	n
qu	que4	CONsub	MORPH=empty	qu
e	et	CONcoo	MORPH=empty	e
lo	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	lo
r	roi2	PRE	GENRE=m	r
cue	cuer2	CONsub	NOMB.=s	cue
r	ror2	PRE	GENRE=m	r
n	ne2	ADVneg	MORPH=empty	n
e	et	CONcoo	MORPH=empty	e
l	le	DETdef	NOMB.=s|GENRE=m|CAS=n	l
poen	poing	NOMcom	NOMB.=s|GENRE=m|CAS=n	poen
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=i	t
soufri	sofrir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	soufri
r	rovoir2	PRE	GENRE=m	r
einsin	ainsi	ADVgen	GENRE=m|DEGRE=-	einsin
c	ce1	CONsub	NOMB.=s|CAS=r	c
n	ne2	ADVneg	MORPH=empty	n
e	et	CONcoo	MORPH=empty	e
l	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
a	avoir	PRE	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
pui	pui	ADVgen	NOMB.=s|CAS=r|DEGRE=-	pui
,	,	PONfbl	MORPH=empty	,
i	i2	PROadv	NOMB.=s	i
e	en2	CONcoo	MORPH=empty	e
gueri	gerir	VERppe	MODE=ind|NOMB.=s	gueri
r	ror2	PRE	GENRE=m	r
quan	cant2	NOMcom	MORPH=empty	quan
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
outr	outre1	ADVgen	NOMB.=s	outr
e	et	CONcoo	MORPH=empty	e
chie	chëoir	VERcjg	PERS.=3|NOMB.=s|CAS=r	chie
r	rompre	PRE	GENRE=m	r
e	et	CONcoo	MORPH=empty	e
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
o	o3	CONcoo	MORPH=empty	o
u	o3	CONcoo	NOMB.=s|GENRE=n|CAS=i	u
menti	mentir	VERppe	MODE=ind|TEMPS=psp|NOMB.=s|CAS=r	menti
r	ror3	PRE	GENRE=m	r
n	ne1	ADVneg	MORPH=empty	n
e	en2	CONcoo	MORPH=empty	e
pui	pui	ADVgen	PERS.=1|NOMB.=s|DEGRE=-	pui
,	,	PONfbl	MORPH=empty	,
prendr	prendre	VERinf	MORPH=empty	prendr
e	et	CONcoo	MORPH=empty	e
s	se	CONsub	MORPH=empty	s
e	et	CONcoo	MORPH=empty	e
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
mor	morir	VERppe	NOMB.=s|GENRE=m|CAS=r	mor
t	tu	CONsub	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
no	nos1	NOMcom	PERS.=1|GENRE=n	no
n	ne1	CONcoo	MORPH=empty	n
sanz	sans	PRE	PERS.=1	sanz
trichier	trichier	VERinf	CAS=r	trichier
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
et	et	CONcoo	MORPH=empty	et
sanz	sans	PRE	MORPH=empty	sanz
fausser	fausser	VERinf	MORPH=empty	fausser
		PONfbl	MORPH=empty	
l	le	DETdef	NOMB.=s|GENRE=f|CAS=n	l
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r	tel
sorgma	sorgaire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	sorgma
leissies	laissier	VERcjg	MODE=imp|PERS.=2|NOMB.=p|GENRE=f|CAS=r	leissies
e	et	CONcoo	MORPH=empty	e
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r	les
deus	deus	ADJcar	NOMB.=p|GENRE=f|CAS=r	deus
pars	part1	NOMcom	NOMB.=p|GENRE=f|CAS=r	pars
d	de	PRE	MORPH=empty	d
einsint	ainsi	ADVgen	DEGRE=-	einsint
amer	amer1	VERinf	MORPH=empty	amer
		PONfbl	MORPH=empty	
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
taut	taire	VERcjg	TEMPS=pst|PERS.=3	taut
bien	bien1	ADVgen	DEGRE=p	bien
es	estre1	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	es
t	ton4	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
san	sans	NOMcom	MORPH=empty	san
,	,	PONfbl	MORPH=empty	,
piti	pitié	ADVgen	NOMB.=s|GENRE=m	piti
e	et	CONcoo	MORPH=empty	e
ve	voie	VERcjg	PERS.=1|NOMB.=s|CAS=r	ve
l	il	DETdef	NOMB.=s|GENRE=m|CAS=r	l
doin	doner	NOMcom	PERS.=1|NOMB.=s	doin
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
dam	dan2	NOMpro	NOMB.=s|GENRE=m|CAS=r	dam
e	et	CONcoo	MORPH=empty	e
congie	congié	VERppe	NOMB.=s|GENRE=m|CAS=r	congie
́	﻿	CONcoo	MORPH=empty	́
d	de	PRE	MORPH=empty	d
u	o3	CONcoo	NOMB.=s|GENRE=m|CAS=i	u
felo	felon	NOMcom	TEMPS=psp|NOMB.=s|GENRE=m|CAS=r	felo
n	ne2	CONcoo	MORPH=empty	n
pens	pens	NOMcom	PERS.=1|NOMB.=s|GENRE=m|CAS=n	pens
e	et	CONcoo	MORPH=empty	e
retourne	retorner	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	retourne
r	OUT	PRE	GENRE=m	r
		PONfbl	MORPH=empty	
q	que4	CONsub	MORPH=empty	q
u	o3	CONcoo	GENRE=n|CAS=i	u
el	en1+le	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	el
e	et	CONcoo	MORPH=empty	e
a	a3	PRE	TEMPS=pst	a
pou	poi	ADVgen	NOMB.=s|DEGRE=-	pou
r	(r	PRE	GENRE=m	r
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
a	a3	PRE	MODE=ind|TEMPS=pst|PERS.=3	a
mor	morir	VERppe	NOMB.=s|GENRE=m|CAS=r	mor
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
conmenci	comencier	VERcjg	PERS.=1|NOMB.=s	conmenci
e	et	CONcoo	MORPH=empty	e
bie	bien1	ADVgen	DEGRE=p	bie
n	ne2	ADVneg	MORPH=empty	n
deus	deus	PROcar	NOMB.=s|CAS=n	deus
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
m	je	PROadv	PERS.=1|NOMB.=s|GENRE=f|CAS=i	m
a	a3	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
esguarder	esgarder	VERinf	MORPH=empty	esguarder
a	a3	PRE	MORPH=empty	a
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que4	CONsub	NOMB.=s|GENRE=n|CAS=r	que
i	i2	PROadv	MORPH=empty	i
aivanz	avoir	VERppa	NOMB.=p	aivanz
proie	priier	VERcjg	MODE=sub|PERS.=1|NOMB.=s	proie
se	se	CONsub	MORPH=empty	se
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
voussis	voloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s	voussis
se	se	CONsub	MORPH=empty	se
fausser	fausser	VERinf	NOMB.=s	fausser
preca	prëechier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	preca
que	que4	CONsub	MORPH=empty	que
l	il	DETdef	NOMB.=s|GENRE=f|CAS=n	l
eusse	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s|GENRE=f	eusse
leissie	laissier	VERppe	PERS.=3|NOMB.=s|GENRE=f|CAS=r	leissie
maiz	mais1	CONcoo	DEGRE=c	maiz
tant	tant	ADVgen	DEGRE=-	tant
la	là	ADVgen	DEGRE=-	la
u	où	PROrel	NOMB.=s|GENRE=n|CAS=i	u
veull	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	veull
de	de	PRE	MORPH=empty	de
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
amer	amer1	VERinf	NOMB.=s	amer
		PONfbl	MORPH=empty	
que	que4	CONsub	NOMB.=s	que
i	il	PROadv	MORPH=empty	i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	du
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r	cors
n	ne1	ADVneg	MORPH=empty	n
avrai	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	avrai
pitie	pitié	NOMcom	NOMB.=s|GENRE=f|CAS=r	pitie
espoir	espoir2	NOMcom	MORPH=empty	espoir
sel	si+il	ADVgen.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	sel
faiz	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	faiz
sanz	sans	PRE	MORPH=empty	sanz
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
congie	congié	NOMcom	NOMB.=s|GENRE=m|CAS=r	congie
mes	mais1	CONcoo	PERS.=1|CAS=n	mes
grief	grief	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	grief
sera	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	sera
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
retourner	retorner	NOMcom	NOMB.=s|GENRE=m|CAS=r	retourner
		PONfbl	MORPH=empty	
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amours
puis	puis	ADVgen	PERS.=1|DEGRE=-	puis
qu	que4	CONsub	MORPH=empty	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
commencie	comencier	VERppe	NOMB.=s|GENRE=f|CAS=r	commencie
Ci	ci	ADVgen	DEGRE=-	Ci
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
chancon	chançon	NOMcom	NOMB.=s|GENRE=f|CAS=r	chancon
definer	definer1	VERinf	MORPH=empty	definer
d	de	PRE	MORPH=empty	d
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amours
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
si	si	ADVgen	DEGRE=-	si
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
esmaie	esmaiier	VERppe	NOMB.=s|CAS=r	esmaie
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
conte	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=r	conte
jofffroi	jofroistre	NOMcom	NOMB.=s|GENRE=m|CAS=r	jofffroi
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
proie	proie	VERppe	NOMB.=s|GENRE=m|CAS=r	proie
qu	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
laist	laissier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	laist
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r	vie
de	de	PRE	MORPH=empty	de
