token	lemma	POS	morph	treated
plus	plus	ADVgen	DEGRE=-	plus
iperderez	esperdre	ADJqua	MODE=ind|PERS.=2|NOMB.=s|GENRE=m|CAS=n	iperderez
		PONfbl	MORPH=empty	
mainz	moins	ADVgen	NOMB.=p|CAS=r	mainz
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
uostres	vostre	NOMcom	PERS.=2|NOMB.=p|GENRE=f|CAS=r	uostres
en	en2	PROadv	MORPH=empty	en
aurez	avoir	VERcjg	MODE=ind|PERS.=2|NOMB.=p	aurez
Ia	ja	ADVgen	TEMPS=pst|DEGRE=-	Ia
par	par	PRE	MORPH=empty	par
uous	vostre	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	uous
niert	nïent	VERppe	NOMB.=s|GENRE=m	niert
marz	marz	NOMcom	NOMB.=s|GENRE=m|CAS=n	marz
raquise	raquere	VERppe	PERS.=3|NOMB.=s	raquise
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
perte	perte	NOMcom	NOMB.=s|GENRE=f|CAS=r	perte
que	que2	CONsub	NOMB.=s|GENRE=f|CAS=r	que
uous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	uous
ferez	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p	ferez
		PONfbl	MORPH=empty	
de	de	PRE	MORPH=empty	de
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
uous	vostre	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	uous
la	le	PROper	NOMB.=s|GENRE=f	la
consentez	consentir	VERcjg	MODE=ind|PERS.=2|NOMB.=p	consentez
se	se	CONsub	MORPH=empty	se
uous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	uous
uostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m	uostre
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r	home
falez	falir	VERcjg	NOMB.=p|GENRE=m	falez
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
tant	tant	ADVgen	DEGRE=-	tant
uous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	uous
par	par2	PRE	MORPH=empty	par
aimme	amer1	VERcjg	NOMB.=s|GENRE=f	aimme
et	et	CONcoo	MORPH=empty	et
prise	prendre	VERppe	MODE=ind|PERS.=2|NOMB.=s|GENRE=f	prise
et	et	CONcoo	MORPH=empty	et
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
sentente	sentence	NOMcom	MODE=sub|TEMPS=pst|NOMB.=p|GENRE=f	sentente
i	i2	PROadv	MORPH=empty	i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
mise	metre2	VERppe	NOMB.=s|GENRE=f|CAS=r	mise
iamaiz	amer1	VERppe	NOMB.=p|GENRE=m|DEGRE=p	iamaiz
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r	nul
nen	ne1	ADVneg	MORPH=empty	nen
retendrez	retenir	VERcjg	MODE=ind|PERS.=2|NOMB.=s	retendrez
		PONfbl	MORPH=empty	
si	se	ADVgen	DEGRE=-	si
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	soit
auos	avoir	PROper	NOMB.=p|GENRE=f|CAS=n	auos
uolentez	volentiers	VERppe	NOMB.=p|GENRE=f|CAS=n	uolentez
Douce	douz	NOMpro	GENRE=f|CAS=n	Douce
trestout	trestot	ADVgen	GENRE=m	trestout
sanz	sans	PRE	MORPH=empty	sanz
faintise	feintise	NOMcom	NOMB.=s|GENRE=f|CAS=r	faintise
		PONfbl	MORPH=empty	
uous	vout	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	uous
aim	amer1	NOMcom	MODE=ind|NOMB.=s	aim
et	et	CONcoo	MORPH=empty	et
en	en1	PRE	MORPH=empty	en
loiautez	lëauté	NOMcom	NOMB.=p|GENRE=f|CAS=r	loiautez
se	se	CONsub	MORPH=empty	se
de	de	PRE	MORPH=empty	de
uous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	uous
ne	ne1	ADVneg	MORPH=empty	ne
mest	metre2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	mest
pramise	prometre	VERppe	NOMB.=s|GENRE=f|CAS=r	pramise
par	par	PRE	MORPH=empty	par
tanz	tant	DETind	NOMB.=p|GENRE=f|CAS=r|DEGRE=-	tanz
ioies	aide	NOMcom	MODE=sub|PERS.=2|NOMB.=p|GENRE=f|CAS=r	ioies
et	et	CONcoo	MORPH=empty	et
santez	santé	NOMcom	TEMPS=pst|NOMB.=p|CAS=n	santez
donc	donc	ADVgen	DEGRE=-	donc
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
adoleur	aboler	NOMcom	NOMB.=s|CAS=n	adoleur
liurez	livrer	VERppe	NOMB.=s|GENRE=m|CAS=n	liurez
se	se	CONsub	MORPH=empty	se
seur	sor2	PRE	MORPH=empty	seur
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
nestes	naistre	ADJqua	TEMPS=pst|NOMB.=p|CAS=r	nestes
pourquise	porquerre	NOMcom	PERS.=3|NOMB.=s	pourquise
que	que4	CONsub	MORPH=empty	que
uous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	uous
seruir	servir	VERinf	MORPH=empty	seruir
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
soufrez	sofrir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	soufrez
		PONfbl	MORPH=empty	
ne	ne2	CONcoo	MORPH=empty	ne
iamar	aimant	VERcjg	NOMB.=s	iamar
pluz	plus	ADVgen	DEGRE=-	pluz
en	en2	PROadv	MORPH=empty	en
ferez	faire	VERcjg	MODE=con|TEMPS=fut|PERS.=2|NOMB.=p	ferez
Demoisele	damoisele	NOMcom	NOMB.=s|GENRE=f|CAS=r	Demoisele
uous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	uous
orrez	öir	VERppe	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p	orrez
		PONfbl	MORPH=empty	
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
chancon	chançon	NOMcom	NOMB.=s|GENRE=f|CAS=r	chancon
dont	dont	PROrel	NOMB.=s|GENRE=f|CAS=i	dont
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
reprise	reprendre2	NOMcom	NOMB.=s|GENRE=f|CAS=n	reprise
		PONfbl	MORPH=empty	
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
uostre	vostre	ADVgen	PERS.=2|NOMB.=s|GENRE=m|CAS=n	uostre
bien	bien1	ADVgen	DEGRE=p	bien
lai	là	ADVgen	DEGRE=-	lai
aprise	aprendre	VERppe	NOMB.=s|GENRE=f|CAS=r	aprise
bone	bon	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bone
en	en1	PRE	MORPH=empty	en
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r	cest
point	point	NOMcom	NOMB.=s|GENRE=m|CAS=r	point
uous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	uous
tenez	tenir1	VERcjg	MODE=ind|PERS.=2|NOMB.=p	tenez
		PONfbl	MORPH=empty	
quar	car	CONcoo	MORPH=empty	quar
biens	bien1	NOMcom	NOMB.=p|GENRE=m|CAS=n	biens
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
auques	auques	ADVgen	DEGRE=-	auques
alez	aler	VERppe	NOMB.=s|GENRE=m|CAS=n	alez
