token	lemma	POS	morph	treated
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
malz	mal1	NOMcom	NOMB.=p|GENRE=m|CAS=r	malz
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
pour	por2	PRE	MORPH=empty	pour
s	si	ADVgen	CAS=r	s
a	a3	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
mout	mout	ADVgen	DEGRE=-	mout
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
traveillie	travaillier	VERppe	NOMB.=s|GENRE=f|CAS=r	traveillie
ja	ja	ADVgen	DEGRE=-	ja
ne	ne1	ADVneg	MORPH=empty	ne
quier	querre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	quier
que	que4	CONsub	MORPH=empty	que
nus	nul	DETind	PERS.=1|NOMB.=s|GENRE=m|CAS=n	nus
mens	ment	NOMcom	PERS.=1|GENRE=m	mens
ata	ataindre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ata
issir	issir	VERinf	MORPH=empty	issir
de	de	PRE	MORPH=empty	de
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
prison	prison	NOMcom	NOMB.=s|GENRE=f|CAS=r	prison
ainz	ainz	ADVgen	DEGRE=-	ainz
vueill	voloir	VERcjg	MODE=sub|PERS.=3|NOMB.=s	vueill
bien	bien1	ADVgen	DEGRE=p	bien
que	que4	CONsub	MORPH=empty	que
s	se	CONsub	MORPH=empty	s
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
ataint	ataindre	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	ataint
envers	envers2	PRE	MORPH=empty	envers
li	il	PROper	NOMB.=s|GENRE=m|CAS=i	li
faisant	faire	VERppa	NOMB.=s|CAS=r	faisant
trahison	träison	NOMcom	NOMB.=s|GENRE=f|CAS=r	trahison
que	que4	CONsub	MORPH=empty	que
ja	ja	ADVgen	DEGRE=-	ja
de	de	PRE	MORPH=empty	de
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
ne	ne2	ADVneg	MORPH=empty	ne
se	soi1	CONsub	NOMB.=s|GENRE=m	se
clamt	clamer	CONsub	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	clamt
marz	marz	NOMcom	NOMB.=s|CAS=n	marz
einsinc	ainsi	ADVgen	DEGRE=-	einsinc
conor	conort	NOMcom	NOMB.=s|GENRE=m|CAS=r	conor
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
destraint	destreindre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	destraint
me	mon1	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
destraigne	destreindre	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	destraigne
sanz	sans	PRE	MORPH=empty	sanz
avoir	avoir	VERinf	MORPH=empty	avoir
guerredon	guerredon	NOMcom	NOMB.=s|GENRE=m|CAS=r	guerredon
ne	ne2	CONcoo	MORPH=empty	ne
diex	dieu	NOMcom	NOMB.=s|GENRE=m|CAS=n	diex
voloir	voloir	VERinf	NOMB.=s|CAS=r	voloir
ne	ne2	ADVneg	MORPH=empty	ne
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
doint	doner	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	doint
qu	que4	CONsub	MORPH=empty	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
maint	maint	VERcjg	MODE=sub|PERS.=3|NOMB.=s	maint
Douce	douz	NOMpro	TEMPS=pst|NOMB.=s|GENRE=f|CAS=n	Douce
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
en	en1	PRE	MORPH=empty	en
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r	vostre
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
aint	amer1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s|DEGRE=-	aint
et	et	CONcoo	MORPH=empty	et
enpostre	empoistre	PRE	MODE=ind|PERS.=3|NOMB.=s|GENRE=f|CAS=n	enpostre
clere	cler	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	clere
facon	faucon	NOMcom	MODE=sub|PERS.=1|NOMB.=s	facon
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
destraint	destreindre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	destraint
et	et	CONcoo	MORPH=empty	et
li	il	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
bien	bien1	NOMcom	GENRE=m	bien
dont	dont	ADVgen	PERS.=3|NOMB.=s	dont
i	i2	PROadv	MORPH=empty	i
atent	atendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	atent
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
don	don	NOMcom	NOMB.=s|GENRE=m|CAS=r	don
qu	que4	CONsub	MORPH=empty	qu
a	a3	PRE	MORPH=empty	a
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r	vostre
franchise	franchise	NOMcom	NOMB.=s|GENRE=f|CAS=r	franchise
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
maint	mener	VERcjg	NOMB.=s|CAS=r	maint
et	et	CONcoo	MORPH=empty	et
si	si	ADVgen	DEGRE=-	si
l	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
enpostre	empoistre	VERcjg	MODE=ind|PERS.=2|NOMB.=s|GENRE=m|CAS=r	enpostre
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
remaint	remanoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	remaint
que	que4	CONsub	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
n	ne1	ADVneg	MORPH=empty	n
aie	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	aie
de	de	PRE	MORPH=empty	de
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
se	se	CONsub	NOMB.=s|CAS=r	se
doleur	dolor	NOMcom	NOMB.=s|GENRE=f|CAS=r	doleur
non	non	ADVneg	MORPH=empty	non
dont	dont	PROrel	NOMB.=s	dont
ne	ne1	ADVneg	MORPH=empty	ne
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
a	a3	PRE	MODE=ind|TEMPS=pst	a
joie	Joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
maint	mener	VERcjg	MODE=ind|NOMB.=s	maint
A	a3	PRE	MORPH=empty	A
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r	cors
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
assailli	assalir	VERppe	NOMB.=s|GENRE=m|CAS=r	assailli
li	le	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=n	li
mal	mal1	NOMcom	NOMB.=s|GENRE=m|CAS=n	mal
d	de	PRE	MORPH=empty	d
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amours
si	si	ADVgen	DEGRE=-	si
mont	mont	NOMcom	NOMB.=s|GENRE=m|CAS=r	mont
greüe	grëer	VERppe	MODE=imp|NOMB.=s|GENRE=f|CAS=r	greüe
c	que4	CONsub	CAS=r	c
onques	onque	ADVgen	DEGRE=-	onques
ne	ne1	ADVneg	MORPH=empty	ne
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
i	i2	PROadv	MORPH=empty	i
desfendi	defendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	desfendi
ne	ne2	CONcoo	MORPH=empty	ne
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuers
qu	que4	PROrel	NOMB.=s|CAS=r	qu
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
trouve	trover	ADJqua	NOMB.=s|GENRE=f|CAS=r	trouve
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
ore	or4	ADVgen	DEGRE=-	ore
n	ne1	ADVneg	MORPH=empty	n
aiez	avoir	VERcjg	MODE=sub|PERS.=2|NOMB.=p	aiez
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r	merci
se	se	CONsub	CAS=r	se
i	i2	PROadv	MORPH=empty	i
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fait
de	de	PRE	MORPH=empty	de
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
vostre	vostre	DETpos	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vostre
ami	ami	NOMcom	NOMB.=s|GENRE=m|CAS=r	ami
a	a3	PRE	MORPH=empty	a
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
aïde	äie	NOMcom	NOMB.=s|GENRE=f|CAS=r	aïde
de	de	PRE	MORPH=empty	de
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r	vostre
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
biaute	biauté	NOMcom	NOMB.=s|GENRE=f|CAS=r	biaute
ne	ne1	ADVneg	MORPH=empty	ne
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
en	en2	PROadv	MORPH=empty	en
devez	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	devez
tenir	tenir1	VERinf	MORPH=empty	tenir
a	a3	PRE	MORPH=empty	a
anemi	enemi	NOMcom	NOMB.=s|GENRE=m|CAS=r	anemi
C	que4	CONsub	MORPH=empty	C
onques	onque	ADVgen	DEGRE=-	onques
ne	ne2	ADVneg	MORPH=empty	ne
le	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	le
desservis	deservir	VERppe	MODE=ind|NOMB.=s|CAS=n	desservis
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
doint	doner	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	doint
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
volente	volenté	NOMcom	NOMB.=s|GENRE=f|CAS=r	volente
de	de	PRE	MORPH=empty	de
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=i	qui
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
serf	servir	VERcjg	MODE=ind|PERS.=1|NOMB.=s	serf
et	et	CONcoo	MORPH=empty	et
pris	prendre	VERcjg	MODE=ind|PERS.=1|NOMB.=s	pris
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
devoit	devoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	devoit
venir	venir	VERinf	MORPH=empty	venir
agreainz	agreantir	NOMcom	NOMB.=s|GENRE=m|CAS=r	agreainz
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
tout	tot	DETind	GENRE=m|CAS=r	tout
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r	cest
mout	mout	ADVgen	DEGRE=-	mout
guerpi	guerpir	VERppe	NOMB.=s|GENRE=m|CAS=r	guerpi
pour	por2	PRE	MORPH=empty	pour
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r	vostre
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r	cors
que	que2	CONsub	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
mar	mar	ADVgen	MORPH=empty	mar
vise	vivre1	VERcjg	MODE=sub|TEMPS=pst|NOMB.=s	vise
par	par	PRE	MORPH=empty	par
amours	amor	NOMcom	NOMB.=p|GENRE=f|CAS=r	amours
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sunt
amende	amende1	NOMcom	NOMB.=s|CAS=n	amende
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
mal	mal1	NOMcom	NOMB.=s|GENRE=m|CAS=n	mal
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
mout	mout	ADVgen	DEGRE=-	mout
de	de	PRE	MORPH=empty	de
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
departi	departir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	departi
Chanconete	Chanços	NOMcom	NOMB.=s|GENRE=f|CAS=r	Chanconete
a	a3	PRE	MODE=ind|NOMB.=s	a
Qu	que4	PROrel	MORPH=empty	Qu
en	en1	PRE	MORPH=empty	en
non	non	ADVneg	NOMB.=s	non
di	dire	VERcjg	MODE=ind|PERS.=2|NOMB.=s	di
que	que4	CONsub	MORPH=empty	que
blondiaus	blandon	NOMcom	NOMB.=s|GENRE=m|CAS=n	blondiaus
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
de	de	PRE	MORPH=empty	de
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
chante	chanter	VERcjg	PERS.=3|NOMB.=s|GENRE=f|CAS=r	chante
et	et	CONcoo	MORPH=empty	et
si	si	ADVgen	DEGRE=-	si
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	te
die	dire	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=s	die
pour	por2	PRE	MORPH=empty	pour
la	là	DETdef	GENRE=f|CAS=r	la
mout	mout	ADVgen	DEGRE=p	mout
de	de	PRE	MORPH=empty	de
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
