token	lemma	POS	morph	treated
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
legier	legier2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	legier
pour	por2	PRE	MORPH=empty	pour
cai	ça	ADVgen	GENRE=m|DEGRE=-	cai
failli	falir	VERppe	NOMB.=s|GENRE=m|CAS=r	failli
a	a3	PRE	MORPH=empty	a
amie	ami	NOMcom	NOMB.=s|GENRE=f|CAS=r	amie
mout	mout	ADVgen	DEGRE=-	mout
par	par2	ADVgen	MORPH=empty	par
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
seut	soloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	seut
bien	bien1	ADVgen	DEGRE=p	bien
grever	grever	VERinf	MORPH=empty	grever
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
qui	qui	PROrel	NOMB.=s|GENRE=n|CAS=n	qui
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
deust	devoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	deust
aidier	aidier	VERinf	MORPH=empty	aidier
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
loiaument	lëaument	ADVgen	DEGRE=p	loiaument
amer	amer1	VERinf	NOMB.=s	amer
qu	que4	CONsub	MORPH=empty	qu
ailleurs	aillors	ADVgen	DEGRE=-	ailleurs
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
soi	savoir	PROper	MODE=ind|PERS.=1|NOMB.=s	soi
vengier	vengier	VERinf	MORPH=empty	vengier
dieus	dieu	NOMcom	NOMB.=s|GENRE=m|CAS=r	dieus
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
laist	laissier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	laist
oublier	oblïer	VERinf	MORPH=empty	oublier
pour	por2	PRE	MORPH=empty	pour
estre	estre1	VERinf	MORPH=empty	estre
hors	hors	ADVgen	DEGRE=-	hors
de	de	PRE	MORPH=empty	de
dangier	dangier	NOMcom	CAS=r	dangier
nonporquant	neporcant	ADVgen	DEGRE=-	nonporquant
bien	bien1	ADVgen	DEGRE=p	bien
doi	devoir	VERcjg	MODE=ind|PERS.=1|NOMB.=s	doi
trover	trover	VERinf	MORPH=empty	trover
u	o3	CONcoo	MORPH=empty	u
folie	folie2	NOMcom	NOMB.=s|GENRE=f|CAS=r	folie
quant	cant1	CONsub	MORPH=empty	quant
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
la	il	PROper	NOMB.=s|GENRE=f|CAS=r	la
quier	querre	VERcjg	MODE=ind|PERS.=1|NOMB.=s	quier
haulas	haut	ADJqua	NOMB.=s|CAS=r	haulas
folours	folor	NOMcom	NOMB.=p|GENRE=f|CAS=r	folours
n	ne1	ADVneg	MORPH=empty	n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
mie	mie	ADVneg	MORPH=empty	mie
A	a3	PRE	MORPH=empty	A
tort	tort2	NOMcom	NOMB.=s|GENRE=m|CAS=r	tort
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
ociez	ocire	VERcjg	MODE=ind|PERS.=2|NOMB.=p	ociez
amours	amor	NOMcom	NOMB.=p|GENRE=f|CAS=n	amours
que	que4	CONsub	MORPH=empty	que
point	point	ADVneg	MORPH=empty	point
n	ne1	ADVneg	MORPH=empty	n
en	en2	PROadv	MORPH=empty	en
deusse	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	deusse
avoir	avoir	VERinf	MORPH=empty	avoir
marz	marz	NOMcom	NOMB.=p|GENRE=m|CAS=r	marz
ciaus	ciel	PROdem	NOMB.=p|GENRE=m|CAS=r	ciaus
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
trichent	trichier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	trichent
toz	tot	DETind	NOMB.=p|CAS=r	toz
jours	jor	NOMcom	NOMB.=p|GENRE=m|CAS=r	jours
et	et	CONcoo	MORPH=empty	et
servent	servir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	servent
pour	por2	PRE	MORPH=empty	pour
decevoir	decevoir	VERinf	MORPH=empty	decevoir
de	de	PRE	MORPH=empty	de
tant	tant	DETind	DEGRE=-	tant
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
diex	dieu	NOMcom	NOMB.=s|GENRE=m|CAS=r	diex
fet	faire	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|CAS=r	fet
honour	onor	NOMcom	NOMB.=s|GENRE=f|CAS=r	honour
dont	dont	PROrel	NOMB.=s|GENRE=f|CAS=i	dont
bon	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	bon
gre	gré2	NOMcom	NOMB.=s|GENRE=m|CAS=r	gre
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
doisavoir	doivrier	VERinf	MORPH=empty	doisavoir
c	que4	CONsub	NOMB.=s|CAS=r	c
ains	ainz	ADVgen	DEGRE=-	ains
ne	ne1	ADVneg	MORPH=empty	ne
vi	vëoir	VERcjg	PERS.=1|NOMB.=s	vi
hore	ore3	NOMcom	NOMB.=s|GENRE=m	hore
de	de	PRE	MORPH=empty	de
jour	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jour
u	o3	CONcoo	MORPH=empty	u
que	que4	CONsub	NOMB.=s	que
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
feist	faire	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	feist
doloir	doloir	VERinf	MORPH=empty	doloir
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
douce	douz	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	douce
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
anemie	enemi	NOMcom	NOMB.=s|GENRE=f|CAS=r	anemie
Dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	Dame
pour	por2	PRE	MORPH=empty	pour
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
creatour	crïator	NOMcom	NOMB.=s|GENRE=m|CAS=r	creatour
creez	croire	VERcjg	PERS.=2|NOMB.=p	creez
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
di	dire	VERcjg	MODE=ind|PERS.=1|NOMB.=s	di
vooir	voir	VERinf	MORPH=empty	vooir
qu	que4	CONsub	MORPH=empty	qu
en	en1	PRE	MORPH=empty	en
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
n	ne1	ADVneg	MORPH=empty	n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
tant	tant	ADVgen	DEGRE=-	tant
de	de	PRE	MORPH=empty	de
vigour	vigor	NOMcom	NOMB.=s|GENRE=f|CAS=r	vigour
que	que4	CONsub	MORPH=empty	que
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
face	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	face
savoir	savoir	VERinf	MORPH=empty	savoir
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
en	en1	PRE	MORPH=empty	en
souspir	sospir	VERinf	MORPH=empty	souspir
et	et	CONcoo	MORPH=empty	et
plour	plorer	PRE	NOMB.=s|CAS=r	plour
maiz	mais1	CONcoo	NOMB.=p|CAS=r|DEGRE=-	maiz
ne	ne1	ADVneg	MORPH=empty	ne
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vous
daigne	deignier	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	daigne
chaloir	chëoir	VERinf	MORPH=empty	chaloir
mieus	mieus	ADVgen	DEGRE=c	mieus
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
venist	venir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	venist
que	que4	CONsub	MORPH=empty	que
valour	valor	NOMcom	NOMB.=s|GENRE=f|CAS=n	valour
faussist	falir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	faussist
quant	cant1	CONsub	MORPH=empty	quant
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
lai	lais	NOMcom	NOMB.=s	lai
veoir	vëoir	VERinf	MORPH=empty	veoir
et	et	CONcoo	MORPH=empty	et
biautez	biauté	NOMcom	NOMB.=s|GENRE=f|CAS=r	biautez
et	et	CONcoo	MORPH=empty	et
cortoisie	cortoisie	NOMcom	NOMB.=s|GENRE=f|CAS=r	cortoisie
Ha	ha!	NOMpro	MORPH=empty	Ha
u	o3	CONcoo	GENRE=f	u
las	las	ADJqua	NOMB.=s|CAS=n|DEGRE=p	las
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
vois	aler	VERcjg	MODE=ind|PERS.=1|NOMB.=s	vois
reclamant	reclamer	VERppa	NOMB.=s	reclamant
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
qui	qui	PROrel	NOMB.=s|GENRE=n|CAS=n	qui
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
fera	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	fera
morir	morir	VERinf	MORPH=empty	morir
qu	que4	CONsub	GENRE=f	qu
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
n	ne1	ADVneg	MORPH=empty	n
aloit	aler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	aloit
el	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	el
querant	querre	NOMcom	NOMB.=s|GENRE=m|CAS=r	querant
u	o3	CONcoo	NOMB.=s	u
maiz	mais1	ADVgen	NOMB.=s	maiz
que	que4	CONsub	MORPH=empty	que
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
peust	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	peust
trahir	traire	VERinf	CAS=n	trahir
de	de	PRE	MORPH=empty	de
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
ne	ne1	ADVneg	MORPH=empty	ne
voi	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	voi
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r	nul
samblant	semblant	NOMcom	NOMB.=s|GENRE=m|CAS=r	samblant
conment	coment1	ADVsub	MORPH=empty	conment
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
en	en2	PROadv	MORPH=empty	en
puisse	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	puisse
issir	issir	VERinf	MORPH=empty	issir
se	se	CONsub	MORPH=empty	se
pitiez	pitié	NOMcom	NOMB.=s|GENRE=f|CAS=n	pitiez
ne	ne1	ADVneg	MORPH=empty	ne
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
en	en2	PROadv	MORPH=empty	en
deslie	desliier	VERcjg	MODE=ind|PERS.=1|NOMB.=s	deslie
Amours	amor	NOMpro	NOMB.=s|GENRE=m|CAS=n	Amours
veut	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	veut
tout	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tout
son	son4	ADJpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
conmant	comant	NOMcom	NOMB.=s|GENRE=m|CAS=r	conmant
de	de	PRE	MORPH=empty	de
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
grever	grever	VERinf	MORPH=empty	grever
acplir	aclir	VERinf	MORPH=empty	acplir
maiz	mais1	CONcoo	GENRE=f|CAS=r|DEGRE=-	maiz
merveille	merveille	NOMcom	NOMB.=s|GENRE=f|CAS=r	merveille
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
que	que4	CONsub	MORPH=empty	que
ja	ja	ADVgen	DEGRE=-	ja
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
tant	tant	PROind	DEGRE=-	tant
as	a3+le	PRE.DETdef	MODE=ind|TEMPS=pst|NOMB.=p|GENRE=m|CAS=r	as
maus	mal1	NOMcom	NOMB.=p|GENRE=m|CAS=r	maus
que	que4	PROrel	CAS=r	que
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
soufrir	sofrir	VERinf	MORPH=empty	soufrir
a	avoir	PRE	MORPH=empty	a
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
motroi	motoir	NOMcom	NOMB.=s|GENRE=m|CAS=r	motroi
et	et	CONcoo	MORPH=empty	et
commant	coment1	ADVsub	MODE=ind|PERS.=3|NOMB.=s	commant
quar	car	CONcoo	MORPH=empty	quar
bien	bien1	ADVgen	DEGRE=p	bien
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	le
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
merir	merir	VERinf	MORPH=empty	merir
nus	nul	PROind	NOMB.=s|GENRE=m|CAS=n	nus
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
