token	lemma	POS	morph	treated
menseigna	mener	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	menseigna
avant	avant	ADVgen	DEGRE=p	avant
maiz	mais1	CONcoo	GENRE=m|CAS=r|DEGRE=-	maiz
pour	por2	PRE	MORPH=empty	pour
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
gre	gré2	NOMcom	NOMB.=s|GENRE=m|CAS=r	gre
chanterai	chanter	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	chanterai
sanz	sans	PRE	MORPH=empty	sanz
talant	talent	NOMcom	NOMB.=s|GENRE=m|CAS=r	talant
ausint	aussi	ADVgen	DEGRE=-	ausint
com	come1	CONsub	MORPH=empty	com
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n	cil
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
par	par	PRE	MORPH=empty	par
acoustumance	acostumance	NOMcom	NOMB.=s|GENRE=f	acoustumance
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	font
tes	ton4	DETpos	PERS.=2|NOMB.=p|GENRE=f|CAS=r	tes
chançons	chançon	NOMcom	NOMB.=p|GENRE=f|CAS=r	chançons
una	un	VERcjg	MODE=ind|PERS.=3|NOMB.=s	una
fors	fors1	ADVgen	DEGRE=-	fors
contenance	contenance	NOMcom	NOMB.=s|GENRE=f|CAS=r	contenance
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Je
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
de	de	PRE	MORPH=empty	de
poir	pöoir	ADVgen	NOMB.=s|GENRE=m|CAS=r	poir
se	se	CONsub	MORPH=empty	se
de	de	PRE	MORPH=empty	de
lor	lor2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i	lor
a	a3	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	a
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
amie	ami	NOMcom	NOMB.=s|GENRE=f|CAS=r	amie
pooie	pöoir	VERcjg	MODE=ind|PERS.=1|NOMB.=s|GENRE=f	pooie
avoir	avoir	VERinf	MORPH=empty	avoir
a	a3	PRE	MORPH=empty	a
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
bel	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	bel
samblant	semblant	NOMcom	NOMB.=s|GENRE=m|CAS=r	samblant
que	que4	PROrel	NOMB.=s|CAS=r	que
i	i2	PROper	MORPH=empty	i
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
de	de	PRE	MORPH=empty	de
legier	legier2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	legier
oublie	oblïer	VERcjg	MODE=ind|PERS.=3|NOMB.=s|CAS=r	oublie
ire	ire	NOMcom	NOMB.=s|GENRE=f|CAS=r	ire
et	et	CONcoo	MORPH=empty	et
travaill	travail	NOMcom	NOMB.=s|GENRE=m|CAS=r	travaill
et	et	CONcoo	MORPH=empty	et
fausse	faus	VERcjg	MODE=sub|TEMPS=ipf|NOMB.=s|GENRE=f|CAS=r|DEGRE=p	fausse
decevant	decevoir	VERppa	NOMB.=s	decevant
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
longement	longement2	ADVgen	DEGRE=-	longement
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
trove	trover	VERcjg	NOMB.=s|CAS=r	trove
sanz	sans	PRE	MORPH=empty	sanz
guarant	garant	NOMcom	NOMB.=s|GENRE=m|CAS=r	guarant
tolu	tolir	VERppe	NOMB.=s|GENRE=m|CAS=r	tolu
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	avoit
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
par	par	PRE	MORPH=empty	par
mescheance	meschëance	NOMcom	NOMB.=s|GENRE=f|CAS=r	mescheance
maiz	mais1	CONcoo	GENRE=m|CAS=r	maiz
rescouslai	resollir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	rescouslai
a	a3	PRE	MORPH=empty	a
painne	peine	NOMcom	NOMB.=s|GENRE=f|CAS=r	painne
et	et	CONcoo	MORPH=empty	et
a	a3	PRE	MORPH=empty	a
grevance	grevance	NOMcom	NOMB.=s|GENRE=f|CAS=r	grevance
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Je
ne	ne1	ADVneg	MORPH=empty	ne
di	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	di
pas	pas	ADVneg	MORPH=empty	pas
camours	chamor	NOMcom	NOMB.=s|GENRE=m|CAS=n	camours
se	soi1	CONsub	GENRE=m|CAS=r	se
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	soit
partie	partie	VERppe	NOMB.=s|GENRE=f|CAS=n	partie
de	de	PRE	MORPH=empty	de
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
fin	fin1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	fin
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
ja	ja	ADVgen	DEGRE=-	ja
ne	ne1	ADVneg	MORPH=empty	ne
vuie	vëoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	vuie
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
tant	tant	ADVgen	DEGRE=-	tant
maiz	mais1	ADVgen	GENRE=n|DEGRE=c	maiz
einsint	ainsi	ADVgen	DEGRE=-	einsint
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
que	que4	CONsub	MORPH=empty	que
felon	felon	NOMcom	NOMB.=s|GENRE=m|CAS=n	felon
et	et	CONcoo	MORPH=empty	et
envie	envie	NOMcom	NOMB.=s|GENRE=f|CAS=r	envie
mont	mout	NOMcom	NOMB.=s|GENRE=m|CAS=r	mont
trop	trop	ADVgen	DEGRE=-	trop
mal	mal1	ADVgen	NOMB.=s|DEGRE=p	mal
fet	faire	VERppe	NOMB.=s|GENRE=m	fet
bien	bien1	ADVgen	DEGRE=p	bien
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
apparissant	aparoir	VERppa	MORPH=empty	apparissant
sovent	sovent	ADVgen	DEGRE=-	sovent
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	font
membrer	membrer2	VERinf	MORPH=empty	membrer
en	en1	PRE	MORPH=empty	en
souspirant	sospirer	VERppa	NOMB.=s|CAS=r	souspirant
c	que4	CONsub	MORPH=empty	c
onques	onque	ADVgen	DEGRE=-	onques
ne	ne1	ADVneg	MORPH=empty	ne
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
si	si	ADVgen	DEGRE=-	si
crueux	crüel	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	crueux
desseurance	dessevrance	NOMcom	NOMB.=s|GENRE=f|CAS=n	desseurance
comme	come1	CONsub	MORPH=empty	comme
de	de	PRE	MORPH=empty	de
joie	Joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
et	-	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
douce	douz	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	douce
acointance	acointance	NOMcom	NOMB.=s|GENRE=f	acointance
volage	volage	ADJqua	NOMB.=s|GENRE=f|CAS=n	volage
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
et	et	CONcoo	MORPH=empty	et
on	on	PROind	NOMB.=s|GENRE=n|CAS=n	on
diere	dire	ADJqua	NOMB.=s	diere
folie	folie2	NOMcom	NOMB.=s|GENRE=f|CAS=r	folie
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
maint	maint	DETind	NOMB.=s|GENRE=m|CAS=r	maint
anui	enui	NOMcom	NOMB.=s|GENRE=m|CAS=r	anui
fet	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fet
a	a3	PRE	MORPH=empty	a
loial	lëal	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	loial
amant	amer1	NOMcom	NOMB.=s|GENRE=m|CAS=r	amant
avoir	avoir	VERinf	MORPH=empty	avoir
cuidai	cuidier1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	cuidai
joieuse	joios	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	joieuse
conpaignie	compagnie	NOMcom	NOMB.=s|GENRE=f|CAS=r	conpaignie
par	par	PRE	MORPH=empty	par
lonc	lonc	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	lonc
travaill	travail	NOMcom	NOMB.=s|GENRE=m|CAS=r	travaill
amoureuz	amoroir	VERppe	NOMB.=p|GENRE=m|CAS=r	amoureuz
desirrant	desirrer	VERppa	NOMB.=s|GENRE=m	desirrant
maiz	mais1	CONcoo	CAS=r	maiz
lo	le	DETdef	NOMB.=s|GENRE=m|CAS=r	lo
sengier	sengier	NOMcom	NOMB.=s|GENRE=m|CAS=r	sengier
par	par2	ADVgen	MORPH=empty	par
furent	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	furent
si	si	ADVgen	DEGRE=-	si
poissant	poissant	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	poissant
qu	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
mont	mont	VERcjg	NOMB.=s|GENRE=m|CAS=r	mont
tolu	tolir	VERppe	NOMB.=s|GENRE=m|CAS=r	tolu
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
loi	loi3	NOMcom	NOMB.=s|GENRE=f|CAS=r	loi
a	avoir	PRE	TEMPS=pst	a
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
esperance	esperance	NOMcom	NOMB.=s|GENRE=f|CAS=r	esperance
de	de	PRE	MORPH=empty	de
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
u	où	PROrel	NOMB.=s|GENRE=f|CAS=i	u
i	i2	PROadv	MORPH=empty	i
avoie	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s	avoie
fiance	fïance	NOMcom	NOMB.=s|GENRE=f|CAS=r	fiance
Outrage	Outrage	NOMpro	NOMB.=s|GENRE=m|CAS=r	Outrage
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
fet	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fet
orgueill	orgueil	NOMcom	NOMB.=s|GENRE=m|CAS=r	orgueill
et	et	CONcoo	MORPH=empty	et
felenie	felonie	NOMcom	NOMB.=s|GENRE=f|CAS=r	felenie
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	se
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sunt
mis	metre2	VERppe	NOMB.=p|GENRE=m|CAS=n	mis
en	en1	PRE	MORPH=empty	en
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
pluz	plus	ADVgen	CAS=r|DEGRE=-	pluz
avenant	avenant	VERppa	NOMB.=s|GENRE=m|CAS=n	avenant
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
onques	onque	ADVgen	DEGRE=-	onques
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fust
a	a3	PRE	MORPH=empty	a
ami	ami	NOMcom	NOMB.=s|GENRE=m|CAS=r	ami
anemie	ami	VERppe	NOMB.=s|GENRE=m|CAS=r	anemie
et	et	CONcoo	MORPH=empty	et
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
pluz	plus	ADVgen	DEGRE=-	pluz
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3	a
biaute	biauté	NOMcom	NOMB.=s|GENRE=f|CAS=r	biaute
douce	douz	NOMcom	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	douce
et	et	CONcoo	MORPH=empty	et
pleisant	plaire	ADJqua	NOMB.=s|CAS=r	pleisant
merveilles	merveille	NOMcom	NOMB.=p|CAS=r|DEGRE=p	merveilles
faiz	faire	VERppe	MODE=ind|NOMB.=p|CAS=r	faiz
quant	cant1	CONsub	MORPH=empty	quant
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
vois	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	vois
ramembrant	remembrer	VERppa	MORPH=empty	ramembrant
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
biaute	biauté	ADJqua	NOMB.=s|GENRE=f|CAS=r	biaute
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r	vie
n	ne1	ADVneg	MORPH=empty	n
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
maiz	mais1	ADVgen	CAS=r|DEGRE=-	maiz
fiance	fïance	NOMcom	NOMB.=s|GENRE=f|CAS=r	fiance
n	ne2	CONcoo	MORPH=empty	n
en	en1	PRE	MORPH=empty	en
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r	nul
confort	confort	NOMcom	NOMB.=s|GENRE=m|CAS=r	confort
ne	ne2	ADVneg	MORPH=empty	ne
truis	trover	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	truis
iteu	itel	DETind	NOMB.=s|GENRE=m|CAS=r	iteu
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
delivrance	delivrance	NOMcom	NOMB.=s|GENRE=f|CAS=r	delivrance
