token	lemma	POS	morph	treated
i	i2	PROadv	MORPH=empty	i
ferez	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p	ferez
de	de	PRE	MORPH=empty	de
maus	mal1	NOMcom	NOMB.=p|GENRE=m|CAS=r	maus
se	se	CONsub	MORPH=empty	se
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
faisiez	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=2|NOMB.=p	faisiez
vestir	vestir	VERinf	MORPH=empty	vestir
haire	haire	NOMcom	NOMB.=s|GENRE=m|CAS=r	haire
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
cuideroie	cuidier1	VERcjg	MODE=con|PERS.=1|NOMB.=s	cuideroie
estre	estre1	VERinf	MORPH=empty	estre
saus	sauf	ADJqua	NOMB.=s|GENRE=m|CAS=n	saus
tant	tant	ADVgen	DEGRE=-	tant
ne	ne1	ADVneg	MORPH=empty	ne
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
i	i2	PROadv	MORPH=empty	i
ferez	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p	ferez
mal	mal1	ADVgen	DEGRE=-	mal
traire	traire	VERinf	MORPH=empty	traire
que	que4	CONsub	MORPH=empty	que
ne	ne1	ADVneg	MORPH=empty	ne
soie	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	soie
pluz	plus	ADVgen	DEGRE=-	pluz
loiauz	lëal	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	loiauz
car	car	CONcoo	MORPH=empty	car
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=n	vostre
clers	clerc	NOMcom	NOMB.=s|GENRE=m|CAS=n	clers
vis	vëoir	PROper	MODE=ind|PERS.=1|NOMB.=s	vis
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
esclaire	esclairier	VERcjg	MODE=ind|NOMB.=s	esclaire
pluz	plus	ADVgen	DEGRE=-	pluz
que	que4	CONsub	MORPH=empty	que
l	le	DETdef	NOMB.=s|GENRE=f|CAS=n	l
estoile	estoile	NOMcom	MODE=ind|TEMPS=pst|NOMB.=s|GENRE=f|CAS=n	estoile
journaus	jornee	ADJqua	NOMB.=s|GENRE=m|CAS=n	journaus
tout	tot	ADVgen	DEGRE=-	tout
ades	adès	ADVgen	GENRE=f|CAS=r	ades
menres	mener	NOMcom	NOMB.=p|GENRE=f|CAS=r	menres
ou	o3	CONcoo	NOMB.=s	ou
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vient
Droit	droit	ADVgen	DEGRE=-	Droit
a	a3	PRE	MORPH=empty	a
Dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	Dame
en	en1	PRE	MORPH=empty	en
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=i	qui
i	i2	PROadv	MORPH=empty	i
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
fiance	fïance	NOMcom	NOMB.=s|GENRE=f|CAS=r	fiance
car	car	CONcoo	MORPH=empty	car
aiez	avoir	VERcjg	MODE=sub|PERS.=2|NOMB.=p	aiez
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r	merci
de	de	PRE	MORPH=empty	de
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
que	que4	PROrel	NOMB.=s|CAS=r	que
vaut	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vaut
longe	lonc	ADVgen	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	longe
demouran	demorer	VERcjg	NOMB.=s|CAS=n	demouran
ce	ce2	DETdem	NOMB.=s|GENRE=m|CAS=r	ce
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
et	et	CONcoo	MORPH=empty	et
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=n	cors
tout	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tout
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vous
otroi	otroiier	VERcjg	TEMPS=psp|PERS.=1|NOMB.=s	otroi
car	car	CONcoo	MORPH=empty	car
tant	tant	ADVgen	DEGRE=-	tant
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
aim	amer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	aim
douce	douz	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	douce
et	et	CONcoo	MORPH=empty	et
franche	franc1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	franche
et	et	CONcoo	MORPH=empty	et
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
bien	bien1	ADVgen	DEGRE=p	bien
faire	faire	VERinf	MORPH=empty	faire
le	le	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
doi	doi	NOMcom	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s|GENRE=m|CAS=r	doi
que	que4	CONsub	MORPH=empty	que
noous	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=i	noous
a	a3	VERcjg	MODE=ind|TEMPS=pst	a
sens	sans	NOMcom	NOMB.=s|GENRE=m|CAS=r	sens
et	et	CONcoo	MORPH=empty	et
vaillance	vailance	NOMcom	NOMB.=s|GENRE=f|CAS=r	vaillance
biaute	biauté	ADJqua	NOMB.=s|GENRE=f|CAS=r	biaute
honour	onor	NOMcom	NOMB.=s|GENRE=f|CAS=r	honour
ensi	ainsi	ADVgen	DEGRE=-	ensi
croi	croire	VERcjg	MODE=ind|PERS.=1|NOMB.=s	croi
tout	tot	ADVgen	DEGRE=-	tout
ades	adès	PRE	GENRE=m	ades
men	mon1	ADJpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	men
resouvient	resovenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	resouvient
Droit	droit	ADVgen	DEGRE=-	Droit
a	a3	PRE	MORPH=empty	a
