token	lemma	POS	morph	treated
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r	France
or	or4	ADVgen	DEGRE=-	or
ave	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	ave
dit	dire	VERppe	NOMB.=s|GENRE=m	dit
com	come1	CONsub	MORPH=empty	com
fox	fol3	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	fox
desesperez	desesperer	VERcjg	MODE=ind|PERS.=2|NOMB.=p|GENRE=m|CAS=n	desesperez
miex	mieus	ADVgen	DEGRE=c	miex
aim	amer1	VERcjg	MODE=ind|PERS.=1|NOMB.=s	aim
morir	morir	VERinf	MORPH=empty	morir
recordans	recordandre	VERppa	NOMB.=p|GENRE=m	recordans
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r	ses
biautez	biauté	NOMcom	NOMB.=p|GENRE=f|CAS=r	biautez
songnart	songragrez	VERcjg	NOMB.=s|CAS=r	songnart
s	se	CONsub	PERS.=3	s
en	en1	PRE	MORPH=empty	en
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
douce	douz	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	douce
acointance	acointance	NOMcom	NOMB.=s|GENRE=f	acointance
qu	que4	CONsub	MORPH=empty	qu
estre	estre1	VERinf	PERS.=2	estre
sires	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	sires
de	de	PRE	MORPH=empty	de
tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tot
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
mont	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mont
clamez	clamer	VERcjg	PERS.=2|NOMB.=s|GENRE=m|CAS=r	clamez
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=n	Il
n	ne1	ADVneg	MORPH=empty	n
aura	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	aura
bien	bien1	ADVgen	DEGRE=p	bien
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
a	a3	PRE	MORPH=empty	a
escient	escïent	NOMcom	NOMB.=s|GENRE=m|CAS=r	escient
qu	que4	CONsub	MORPH=empty	qu
amors	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amors
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
het	häir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	het
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
m	je	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	m
oublie	oblïer	NOMcom	MODE=ind|NOMB.=s|GENRE=f	oublie
s	se	CONsub	NOMB.=s|GENRE=m|CAS=r	s
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
raisons	raison	NOMcom	NOMB.=s|GENRE=f|CAS=n	raisons
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
a	a3	PRE	PERS.=3	a
amer	amer1	VERinf	MORPH=empty	amer
entent	entendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	entent
qu	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
dout	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	dout
mort	morir	NOMcom	NOMB.=s|GENRE=f|CAS=r	mort
ne	ne2	CONcoo	MORPH=empty	ne
peine	peine	NOMcom	TEMPS=pst|NOMB.=s|GENRE=f|CAS=r	peine
ne	ne2	CONcoo	MORPH=empty	ne
folie	folie2	NOMcom	NOMB.=s|GENRE=f|CAS=r	folie
puis	puis	ADVgen	DEGRE=-	puis
que	que4	CONsub	MORPH=empty	que
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
a	a3	PRE	MORPH=empty	a
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
dounez	doner	VERppe	NOMB.=s|GENRE=f|CAS=n	dounez
amors	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amors
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
velt	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	velt
qant	cant1	CONsub	MORPH=empty	qant
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
ses	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n	ses
gres	gré2	NOMcom	NOMB.=s|GENRE=m|CAS=n	gres
ou	où	PROrel	GENRE=n|CAS=i	ou
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
morrai	morir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	morrai
ou	où	PROrel	NOMB.=s|GENRE=n|CAS=i	ou
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
raura	ravoir2	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	raura
m	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	m
amie	ami	NOMcom	NOMB.=s|GENRE=f|CAS=r	amie
ou	où	CONcoo	MORPH=empty	ou
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r	vie
n	ne1	ADVneg	MORPH=empty	n
iert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	iert
mie	mie	ADVneg	MORPH=empty	mie
ma	mon1	DETpos	PERS.=1|NOMB.=s|CAS=n	ma
santez	santé	NOMcom	NOMB.=s|CAS=n	santez
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
fenix	fenis	NOMcom	NOMB.=s|GENRE=m|CAS=n	fenix
qi	que2	PROrel	NOMB.=s|GENRE=m|CAS=n	qi
vert	vert	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s|GENRE=m|DEGRE=p	vert
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
busche	busche	NOMcom	NOMB.=s|GENRE=f|CAS=r	busche
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	les
arment	armer	VERcjg	MODE=ind|PERS.=3|NOMB.=p	arment
en	en1	PRE	MORPH=empty	en
que	que4	CONsub	MORPH=empty	que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
sart	sarc	VERcjg	MODE=ind|PERS.=3|NOMB.=s	sart
giete	jeter	VERcjg	MODE=ind|PERS.=3|NOMB.=s|GENRE=f|CAS=r	giete
fors	fors1	ADVgen	DEGRE=-	fors
de	de	PRE	MORPH=empty	de
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r	vie
aussi	aussi	ADVgen	DEGRE=-	aussi
quis	querre	VERppe	NOMB.=s|GENRE=m	quis
iema	ime	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	iema
mort	morir	VERppe	NOMB.=s|GENRE=m|CAS=r	mort
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
torment	torment	NOMcom	NOMB.=s|GENRE=m|CAS=r	torment
quant	cant1	CONsub	MORPH=empty	quant
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
lavise	laissier	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	lavise
pitiez	pitié	NOMcom	NOMB.=p|GENRE=f|CAS=r	pitiez
ne	ne2	ADVneg	MORPH=empty	ne
m	je	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	m
aide	aidier	VERcjg	MODE=sub|PERS.=1|NOMB.=s	aide
dex	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	dex
tant	tant	ADVgen	DEGRE=-	tant
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
veoir	vëoir	VERinf	NOMB.=s|CAS=n	veoir
savorez	savoir	VERppe	NOMB.=s|GENRE=m|CAS=n	savorez
dont	dont	PROrel	NOMB.=s|CAS=i	dont
i	i2	PROadv	MORPH=empty	i
aurai	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	aurai
puis	puis	ADVgen	DEGRE=-	puis
tant	tant	ADVgen	DEGRE=-	tant
de	de	PRE	MORPH=empty	de
max	mal1	NOMcom	NOMB.=p|GENRE=m|CAS=r	max
endurez	endurer	VERppe	PERS.=2|NOMB.=p|GENRE=m|CAS=n	endurez
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
souvenirs	sovenir	NOMcom	NOMB.=s|GENRE=m|CAS=n	souvenirs
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
morir	morir	VERinf	MORPH=empty	morir
d	de	PRE	MORPH=empty	d
envie	envie	NOMcom	NOMB.=s|GENRE=f|CAS=r	envie
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
desirs	desirrer	ADVgen	NOMB.=s|GENRE=m|CAS=n	desirs
lagnas	langier3	ADJqua	NOMB.=s|GENRE=m|CAS=r	lagnas
volentez	volenté	NOMcom	NOMB.=s|GENRE=f|CAS=r	volentez
Dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	Dame
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r	merci
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r	toz
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
biens	bien1	NOMcom	NOMB.=p|GENRE=m|CAS=r	biens
savez	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	savez
toutes	tot	DETind	NOMB.=p|GENRE=f|CAS=r	toutes
valors	valor	NOMcom	NOMB.=p|GENRE=f|CAS=r	valors
toutez	tot	DETind	NOMB.=p|GENRE=f|CAS=n	toutez
grans	grant	ADJqua	NOMB.=p|GENRE=f|CAS=n|DEGRE=p	grans
bontez	bonté	NOMcom	NOMB.=p|GENRE=f|CAS=n	bontez
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
plus	plus	ADVgen	DEGRE=-	plus
en	en1	PRE	MORPH=empty	en
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
que	que4	CONsub	GENRE=m|CAS=r	que
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	soit
nee	naistre	VERppe	NOMB.=s|GENRE=f|CAS=n	nee
secorez	secorre1	VERcjg	MODE=sub|PERS.=2|NOMB.=p	secorez
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	moi
que	que4	CONsub	MORPH=empty	que
fere	faire	VERinf	MORPH=empty	fere
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
poez	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	poez
Cham	champ	NOMpro	NOMB.=s|GENRE=m|CAS=r	Cham
con	come1	CONsub	MORPH=empty	con
phelipe	pelive	NOMcom	NOMB.=s|GENRE=f|CAS=n	phelipe
a	a3	PRE	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
ami	ami	NOMcom	NOMB.=s|GENRE=m|CAS=r	ami
corez	corir	VERppe	NOMB.=s|GENRE=m|CAS=r	corez
puis	puis	ADVgen	DEGRE=-	puis
que	que4	CONsub	MORPH=empty	que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
dedenz	dedenz	PRE	MORPH=empty	dedenz
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
cort	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=r	cort
boutez	boter1	VERppe	NOMB.=s|GENRE=m|CAS=n	boutez
bien	bien1	ADVgen	DEGRE=p	bien
en	en1	PRE	MORPH=empty	en
s	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	s
amor	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amor
s	se	CONsub	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
en	en1	PRE	MORPH=empty	en
haine	häine	NOMcom	MODE=ind|NOMB.=s	haine
tornee	torner	VERppe	NOMB.=s|GENRE=f|CAS=r	tornee
a	a3	PRE	MORPH=empty	a
peine	peine	NOMcom	NOMB.=s|GENRE=f|CAS=r	peine
jermes	germais	NOMcom	NOMB.=p|CAS=r	jermes
de	de	PRE	MORPH=empty	de
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bele
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
amez	amer1	VERppe	NOMB.=s|CAS=r	amez
