token	lemma	POS	morph	treated
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
li	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	li
pooi	pöoir	NOMcom	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	pooi
que	que4	CONsub	MORPH=empty	que
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
vueille	voloir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	vueille
assaier	assaisier	VERinf	MORPH=empty	assaier
s	se	CONsub	MORPH=empty	s
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3	a
pooir	pöoir	NOMcom	NOMB.=s|GENRE=m|CAS=r	pooir
vers	vers2	PRE	MORPH=empty	vers
celi	cel	PROdem	NOMB.=s|GENRE=m|CAS=r	celi
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
jam	ja	ADVgen	MORPH=empty	jam
tant	tant	ADVgen	DEGRE=-	tant
		PONfbl	MORPH=empty	
ne	ne2	CONcoo	MORPH=empty	ne
par	par	PRE	MORPH=empty	par
proiere	priiere	NOMcom	NOMB.=s|GENRE=f|CAS=r	proiere
ne	ne2	ADVneg	MORPH=empty	ne
par	par	PRE	MORPH=empty	par
conmandment	comandement	NOMcom	NOMB.=s|GENRE=m|CAS=r	conmandment
Tuit	tot	DETind	NOMB.=p|GENRE=m|CAS=n	Tuit
mi	je	NOMcom	PERS.=1|NOMB.=p|GENRE=m|CAS=n	mi
desir	desirrer	NOMcom	NOMB.=p	desir
et	et	CONcoo	MORPH=empty	et
tuit	tot	DETind	NOMB.=p|GENRE=m|CAS=n	tuit
mi	mi2	DETpos	NOMB.=p|GENRE=m|CAS=n	mi
fin	fin2	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	fin
talent	talent	NOMcom	NOMB.=p|GENRE=m|CAS=n	talent
		PONfbl	MORPH=empty	
viennent	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	viennent
d	de	PRE	MORPH=empty	d
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amours
c	que4	PROrel	MORPH=empty	c
onques	onque	ADVgen	DEGRE=-	onques
ne	ne1	ADVneg	MORPH=empty	ne
seut	soloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	seut
rrchier	rachier1	VERinf	MORPH=empty	rrchier
ainz	ainz	ADVgen	DEGRE=-	ainz
sevamer	sevaler	VERinf	MORPH=empty	sevamer
si	se	ADVgen	DEGRE=-	si
esmereement	esmerement	ADVgen	CAS=r|DEGRE=p	esmereement
douce	douz	ADJqua	TEMPS=pst|NOMB.=s|GENRE=f|CAS=r|DEGRE=p	douce
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
quier	querre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	quier
changier	changier	VERinf	MORPH=empty	changier
des	des2	PRE	NOMB.=p|GENRE=m|CAS=r	des
icel	icel	DETdem	NOMB.=s|GENRE=m|CAS=r	icel
jour	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jour
que	que2	PROrel	NOMB.=s|CAS=r	que
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vous
seu	savoir	VERcjg	PERS.=3|NOMB.=s|GENRE=m	seu
acointier	acointier	VERinf	MORPH=empty	acointier
		PONfbl	MORPH=empty	
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
dona	doner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dona
diex	Dieu	NOMcom	NOMB.=s|GENRE=m|CAS=n	diex
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
et	et	CONcoo	MORPH=empty	et
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r	cors
et	et	CONcoo	MORPH=empty	et
talent	talent	NOMcom	NOMB.=s|GENRE=m|CAS=r	talent
		PONfbl	MORPH=empty	
que	que4	CONsub	MORPH=empty	que
rienz	rien	PROind	PERS.=2|NOMB.=s|GENRE=f|CAS=r	rienz
sanz	sans	PRE	MORPH=empty	sanz
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
Oie	öir	VERppe	NOMB.=s|CAS=r	Oie
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
feroit	faire	VERcjg	MODE=con|PERS.=3|NOMB.=s	feroit
joiant	joiant	VERppa	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	joiant
quant	cant1	CONsub	MORPH=empty	quant
si	si	ADVgen	DEGRE=-	si
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
atournez	atorner	VERppe	NOMB.=s|GENRE=m|CAS=n	atournez
finement	finement	ADVgen	DEGRE=-	finement
en	en1	PRE	MORPH=empty	en
fine	fin2	ADJqua	NOMB.=s|GENRE=f|CAS=r	fine
amour	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amour
qu	que4	CONsub	MORPH=empty	qu
autre	autre	DETind	NOMB.=s|GENRE=m|CAS=n	autre
deduit	deduit	NOMcom	NOMB.=s|GENRE=m|CAS=n	deduit
ne	ne1	ADVneg	MORPH=empty	ne
quier	querre	VERcjg	PERS.=1|NOMB.=s	quier
ne	ne2	CONcoo	MORPH=empty	ne
fins	fin2	ADJqua	NOMB.=s|GENRE=m|CAS=n	fins
amis	ami	NOMcom	NOMB.=s|GENRE=m|CAS=n	amis
ne	ne1	ADVneg	MORPH=empty	ne
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	doit
vuire	voir	VERinf	MORPH=empty	vuire
autrement	autrement	ADVgen	DEGRE=-	autrement
maiz	mais1	ADVgen	GENRE=m|DEGRE=c	maiz
qu	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
n	ne1	ADVneg	MORPH=empty	n
en	en2	PROadv	MORPH=empty	en
puist	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	puist
partir	partir	VERinf	MORPH=empty	partir
ne	ne2	CONcoo	MORPH=empty	ne
eslongier	esloignier	VERinf	MORPH=empty	eslongier
se	se	CONsub	MORPH=empty	se
bien	bien1	ADVgen	DEGRE=p	bien
amer	amer1	VERinf	MORPH=empty	amer
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
avoir	avoir	VERinf	MORPH=empty	avoir
mestier	mestier	NOMcom	NOMB.=s|GENRE=m|CAS=r	mestier
		PONfbl	MORPH=empty	
i	i2	PROadv	MORPH=empty	i
avrai	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	avrai
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
de	de	PRE	MORPH=empty	de
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r	vostre
biau	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	biau
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r	cors
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=r	gent
		PONfbl	MORPH=empty	
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bele
et	et	CONcoo	MORPH=empty	et
douce	douz	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	douce
de	de	PRE	MORPH=empty	de
bel	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	bel
acointement	acointement	NOMcom	GENRE=m|CAS=r	acointement
se	se	CONsub	MORPH=empty	se
diex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	diex
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
doint	doner	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	doint
.	.	PONfrt	MORPH=empty	.
rienz	rien	PROind	NOMB.=s|GENRE=f|CAS=r	rienz
que	que4	PROrel	CAS=r	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
demant	demander	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	demant
		PONfbl	MORPH=empty	
u	en1+le	PRE.DETdef	NOMB.=s	u
mont	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mont
n	ne1	ADVneg	MORPH=empty	n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
rienz	rien	PROind	NOMB.=s|GENRE=f|CAS=r	rienz
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
tant	tant	ADVgen	DEGRE=-	tant
face	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	face
a	a3	PRE	MORPH=empty	a
proisier	prisier	VERinf	MORPH=empty	proisier
com	come1	CONsub	MORPH=empty	com
cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=r	cele
fait	faire	VERcjg	TEMPS=pst|NOMB.=s|GENRE=f|CAS=n	fait
de	de	PRE	MORPH=empty	de
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=i	qui
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
chancon	chançon	NOMcom	NOMB.=s|GENRE=f|CAS=r	chancon
chant	chant2	VERcjg	MODE=ind|PERS.=3|NOMB.=s|DEGRE=p	chant
		PONfbl	MORPH=empty	
de	de	PRE	MORPH=empty	de
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
valour	valor	NOMcom	NOMB.=s|GENRE=f|CAS=r	valour
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
bon	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	bon
pris	pris1	NOMcom	NOMB.=s|GENRE=m|CAS=r	pris
entier	entier	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	entier
plus	plus	ADVgen	DEGRE=-	plus
a	a3	PRE	MORPH=empty	a
biaute	biauté	ADJqua	NOMB.=s|GENRE=f|CAS=r	biaute
com	come1	CONsub	MORPH=empty	com
ne	ne1	ADVneg	MORPH=empty	ne
puist	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	puist
souhaldier	soudaire	NOMcom	MORPH=empty	souhaldier
or	or4	ADVgen	GENRE=m|DEGRE=-	or
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
doint	doner	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	doint
diex	Dieu	NOMcom	NOMB.=s|GENRE=m|CAS=n	diex
amer	amer1	VERinf	MORPH=empty	amer
et	et	CONcoo	MORPH=empty	et
seruir	servir	VERinf	MORPH=empty	seruir
tant	tant	ADVgen	DEGRE=-	tant
		PONfbl	MORPH=empty	
qu	que4	CONsub	MORPH=empty	qu
aie	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=s	aie
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r	merci
quar	car	CONcoo	MORPH=empty	quar
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r	merci
vois	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	vois
querant	querre	VERppa	MORPH=empty	querant
biaux	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	biaux
douz	douz	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	douz
compains	compagnon	NOMcom	NOMB.=s|GENRE=m|CAS=r	compains
bien	bien1	ADVgen	DEGRE=p	bien
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
puis	pöoir	VERcjg	MODE=ind|PERS.=1|NOMB.=s	puis
afichier	afichier	VERinf	MORPH=empty	afichier
que	que4	CONsub	MORPH=empty	que
c	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	c
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	del
mont	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mont
toute	tot	DETind	NOMB.=s|CAS=r	toute
la	le	DETdef	GENRE=f|CAS=r	la
pluz	plus	ADVgen	DEGRE=-	pluz
vaillant	vaillant	ADJqua	NOMB.=s|GENRE=f|CAS=n	vaillant
		PONfbl	MORPH=empty	
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
pluz	plus	ADVgen	DEGRE=-	pluz
courtoise	cortois	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	courtoise
et	et	CONcoo	MORPH=empty	et
la	le	DETdef	CAS=n	la
pluz	plus	ADVgen	CAS=n|DEGRE=-	pluz
avenant	avenant	ADJqua	NOMB.=s|GENRE=m|CAS=n	avenant
chancons	chançon	NOMcom	NOMB.=s|GENRE=f|CAS=n	chancons
va	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	va
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
en	en1	PROadv	MORPH=empty	en
guarde	garde	NOMcom	MODE=ind|NOMB.=s	guarde
ne	ne1	ADVneg	MORPH=empty	ne
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	te
targier	targier2	VERinf	MODE=ind|NOMB.=s	targier
et	et	CONcoo	MORPH=empty	et
di	dire	VERcjg	MODE=ind|PERS.=2|NOMB.=s	di
noblet	noble1	NOMcom	NOMB.=s|GENRE=n	noblet
que	que4	CONsub	MORPH=empty	que
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuers
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
repent	repentir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	repent
		PONfbl	MORPH=empty	
ne	ne1	ADVneg	MORPH=empty	ne
sent	sentir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	sent
mie	mie	ADVneg	MORPH=empty	mie
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que4	PROrel	NOMB.=s|GENRE=n|CAS=r	que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
miens	mien	ADJpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n	miens
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuers
sent	sentir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m	sent
