token	lemma	POS	morph	treated
amors	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amors
oonku	onque	PRE	GENRE=m	oonku
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
por	por2	PRE	MORPH=empty	por
voir	voir	NOMcom	MORPH=empty	voir
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
n	ne1	ADVneg	MORPH=empty	n
en	en2	PROadv	MORPH=empty	en
puis	pöoir	ADVgen	MODE=ind|TEMPS=pst|NOMB.=s	puis
po	poi	ADVgen	MORPH=empty	po
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
quaat	car	PROrel	PERS.=1|NOMB.=s	quaat
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
devant	devant	PRE	MORPH=empty	devant
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
fui	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	fui
oonku	onque	PRE	GENRE=m	oonku
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
n	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
preint	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	preint
ravoir	ravoir2	VERinf	MORPH=empty	ravoir
mierement	mirement	ADVgen	MORPH=empty	mierement
mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mes
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuers
aloit	aler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	aloit
si	si	ADVgen	DEGRE=-	si
tressaillant	tressalir	VERppa	NOMB.=s|CAS=r	tressaillant
qu	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
remest	remanoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	remest
quaat	carant	CONsub	MORPH=empty	quaat
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
en	en2	PROadv	MORPH=empty	en
mui	mui	VERcjg	PERS.=1|NOMB.=s|GENRE=m	mui
lors	lors	ADVgen	DEGRE=-	lors
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
menez	mener	VERppe	NOMB.=s|GENRE=m|CAS=n	menez
sanz	sans	PRE	MORPH=empty	sanz
raencon	räençon	NOMcom	NOMB.=s|GENRE=m|CAS=r	raencon
en	en1	PRE	MORPH=empty	en
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
douce	douz	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	douce
chartre	chartre1	NOMcom	NOMB.=s|GENRE=f|CAS=r	chartre
en	en1	PRE	MORPH=empty	en
prison	prison	NOMcom	NOMB.=s|GENRE=f|CAS=r	prison
dont	dont	PROrel	NOMB.=s|GENRE=f|CAS=i	dont
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	li
piler	piler2	NOMcom	NOMB.=p|GENRE=m|CAS=n	piler
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
de	de	PRE	MORPH=empty	de
talent	talent	NOMcom	NOMB.=s|GENRE=m|CAS=r	talent
oonku	onque	ADVgen	GENRE=m	oonku
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
huis	uis	NOMcom	NOMB.=s|CAS=n	huis
de	de	PRE	MORPH=empty	de
biau	bel1	NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	biau
veoir	vëoir	VERinf	MORPH=empty	veoir
oonku	onque	PRE	GENRE=m	oonku
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	li
anel	anel1	NOMcom	NOMB.=p|GENRE=m|CAS=n	anel
de	de	PRE	MORPH=empty	de
bon	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	bon
espoir	espoir2	NOMcom	NOMB.=s|GENRE=m|CAS=r	espoir
de	de	PRE	MORPH=empty	de
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
chartre	chartre1	NOMcom	NOMB.=s|GENRE=f|CAS=r	chartre
a	avoir	PRE	MODE=ind|PERS.=3|NOMB.=s	a
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r	les
clez	clef	NOMcom	NOMB.=p|GENRE=f|CAS=r	clez
amors	amor	NOMcom	NOMB.=p|GENRE=f|CAS=r	amors
oonku	onque	ADVgen	GENRE=m	oonku
si	se	CONsub	DEGRE=-	si
ja	ja	ADVgen	DEGRE=-	ja
mis	metre2	VERppe	MODE=ind|PERS.=1|NOMB.=s|GENRE=m	mis
Fliles	fille	NOMpro	NOMB.=s|GENRE=m|CAS=n	Fliles
portiers	portier2	NOMcom	NOMB.=p|CAS=n	portiers
biau	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	biau
semblant	semblant	NOMcom	NOMB.=s|GENRE=m|CAS=r	semblant
a	avoir	VERcjg	MODE=ind|PERS.=3	a
non	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r	non
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
premiers	premier	PROord	NOMB.=s|GENRE=m|CAS=n	premiers
oonku	onque	ADVgen	GENRE=m	oonku
brautez	brazté	NOMcom	NOMB.=p|GENRE=m|CAS=n	brautez
ces	ce2	DETdem	NOMB.=p|GENRE=m|CAS=r	ces
en	en2	PROadv	MORPH=empty	en
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
seignors	seignor	NOMcom	NOMB.=p|GENRE=m|CAS=r	seignors
dangier	dangier	ADJqua	CAS=r	dangier
amis	ami	NOMcom	NOMB.=p|GENRE=m|CAS=n	amis
a	a3	PRE	MORPH=empty	a
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r	vis
devant	devant	PRE	MORPH=empty	devant
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jor
felon	felon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	felon
vilain	vilain	NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	vilain
puant	püir	VERppa	NOMB.=s|GENRE=m|CAS=r	puant
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
mout	mout	ADVgen	DEGRE=-	mout
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
maus	mal1	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	maus
oonku	onque	PRE	GENRE=m|CAS=n	oonku
pautoniers	pautonier	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	pautoniers
cil	cel	DETdem	NOMB.=p|GENRE=m|CAS=n	cil
tooi	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tooi
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
juste	joste2	NOMcom	NOMB.=p|GENRE=m|CAS=n	juste
oonku	onque	ADVgen	GENRE=m	oonku
hardimlnt	hardi	NOMcom	NOMB.=p|GENRE=m	hardimlnt
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
tost	tost1	ADVgen	DEGRE=-	tost
i	i2	DETndf	GENRE=m|CAS=n	i
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n	home
saisi	saisir	VERppe	NOMB.=s|GENRE=m|CAS=n	saisi
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
porroit	pöoir	VERcjg	MODE=con|PERS.=3|NOMB.=s	porroit
sosfrir	sofrir	VERinf	MORPH=empty	sosfrir
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
tristors	tristor	NOMcom	NOMB.=p|GENRE=m|CAS=r	tristors
oonku	onque	PRE	GENRE=m	oonku
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
assauz	assaut	NOMcom	NOMB.=p|GENRE=m|CAS=r	assauz
de	de	PRE	MORPH=empty	de
ces	ce2	DETdem	NOMB.=p|GENRE=m|CAS=r	ces
huissiers	uissier	NOMcom	NOMB.=p|GENRE=m|CAS=r	huissiers
onques	onque	ADVgen	DEGRE=-	onques
rolans	Rollant	NOMcom	NOMB.=p|GENRE=m|CAS=r	rolans
ne	ne2	CONcoo	MORPH=empty	ne
oliuiers	olivier1	NOMcom	NOMB.=p|CAS=n	oliuiers
ne	ne1	ADVneg	MORPH=empty	ne
vainqqirent	veintre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	vainqqirent
signazz	saint	NOMcom	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	signazz
estors	estor2	NOMcom	NOMB.=p|GENRE=m|CAS=n	estors
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
vainqqirent	veintre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	vainqqirent
en	en1	PRE	MORPH=empty	en
combatant	combatre	NOMcom	NOMB.=s|GENRE=m|CAS=r	combatant
mez	mais1	CONcoo	NOMB.=p|CAS=r	mez
cez	ce2	PROdem	NOMB.=p|GENRE=m|CAS=r	cez
vaint	veintre	VERcjg	MODE=ind|PERS.=3|NOMB.=s	vaint
on	on	PROind	NOMB.=s|GENRE=n|CAS=n	on
humeliant	umelïer	VERppa	NOMB.=s	humeliant
soffrir	sofrir	VERinf	MORPH=empty	soffrir
s	se	PROper	PERS.=3|CAS=r	s
en	en2	PROadv	MORPH=empty	en
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
confanoniers	confondre	NOMcom	NOMB.=s|GENRE=m|CAS=n	confanoniers
en	en1	PRE	MORPH=empty	en
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r	cest
estor	estor2	NOMcom	NOMB.=s|GENRE=m|CAS=r	estor
que	que2	PROrel	NOMB.=s|GENRE=m|CAS=r	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
di	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	di
n	ne1	ADVneg	MORPH=empty	n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r	nul
secors	secors	NOMcom	NOMB.=s|GENRE=m|CAS=r	secors
fors	fors1	ADVgen	DEGRE=-	fors
de	de	PRE	MORPH=empty	de
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r	merci
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	CONcoo	MORPH=empty	ne
ne	ne1	ADVneg	MORPH=empty	ne
dont	donc	PROrel	MODE=ind|PERS.=3|NOMB.=s	dont
mez	mais1	ADVgen	MORPH=empty	mez
rien	rien	NOMcom	NOMB.=s|GENRE=f|CAS=r	rien
que	que4	CONsub	MORPH=empty	que
tant	tant	ADVgen	DEGRE=-	tant
que	que4	CONsub	MORPH=empty	que
faille	faille3	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s	faille
a	a3	PRE	MORPH=empty	a
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
amer	amer1	VERinf	MORPH=empty	amer
tant	tant	ADVgen	DEGRE=-	tant
aprisa	aproismier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	aprisa
endurer	endurer	VERinf	MORPH=empty	endurer
que	que4	PROrel	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
vostresin	vostre	ADVgen	PERS.=1|NOMB.=s	vostresin
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	ot
par	par	PRE	MORPH=empty	par
us	us	NOMcom	PERS.=2|NOMB.=p|GENRE=m|CAS=r	us
.	.	PONfrt	MORPH=empty	.
ci	ci	ADVgen	DEGRE=-	ci
se	se	CONsub	MORPH=empty	se
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
en	en2	PROadv	MORPH=empty	en
pesoit	peser	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	pesoit
bien	bien1	ADVgen	DEGRE=p	bien
ne	ne1	ADVneg	MORPH=empty	ne
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
en	en2	PROadv	MORPH=empty	en
puis	pöoir	VERcjg	MODE=ind|PERS.=1|NOMB.=s	puis
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
partir	partir	VERinf	MORPH=empty	partir
por	por2	PRE	MORPH=empty	por
rien	rien	PROind	NOMB.=s|GENRE=f|CAS=r	rien
que	que4	CONsub	MORPH=empty	que
ren	rendre	PRE	NOMB.=s	ren
aiele	aiuele	NOMcom	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	aiele
remembrer	remembrer	VERinf	MORPH=empty	remembrer
oonku	onque	ADVgen	GENRE=m	oonku
que	que4	CONsub	MORPH=empty	que
mes	mon1	DETpos	PERS.=1|GENRE=m|CAS=n	mes
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuers
ne	ne1	ADVneg	MORPH=empty	ne
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	soit
adez	adès	ADVgen	NOMB.=s	adez
en	en1	PRE	MORPH=empty	en
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
prison	prison	NOMcom	NOMB.=s|GENRE=f|CAS=r	prison
ci	ci	ADVgen	DEGRE=-	ci
de	de	PRE	MORPH=empty	de
vos	vostre	DETpos	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
prez	pré	ADJqua	PERS.=2|NOMB.=p|CAS=r	prez
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
quaat	catre	VERcjg	PERS.=1	quaat
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
guiler	guillir	VERinf	CAS=r	guiler
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r	merci
seroit	estre1	VERcjg	MODE=con|PERS.=3|NOMB.=s	seroit
de	de	PRE	MORPH=empty	de
saisonmes	Saissons	NOMcom	NOMB.=p|GENRE=m|CAS=r	saisonmes
de	de	PRE	MORPH=empty	de
sostenir	sostenir	VERinf	MORPH=empty	sostenir
si	si	ADVgen	DEGRE=-	si
greveus	grevos	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	greveus
fes	fais	NOMcom	NOMB.=p|GENRE=m|CAS=r	fes
