token	lemma	POS	morph	treated
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
s	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	s
amour	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amour
doloir	doloir	VERinf	MORPH=empty	doloir
quar	car	CONcoo	MORPH=empty	quar
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
aim	amer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	aim
tant	tant	ADVgen	DEGRE=-	tant
loiaument	lëaument	ADVgen	DEGRE=-	loiaument
sanz	sans	PRE	MORPH=empty	sanz
faintise	feintise	NOMcom	NOMB.=s|GENRE=f|CAS=r	faintise
sjcomme	semonde	PRE	NOMB.=s	sjcomme
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
ne	ne1	ADVneg	MORPH=empty	ne
set	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	set
decevoir	decevoir	VERinf	MORPH=empty	decevoir
greigneur	graignor	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=c	greigneur
pooir	pöoir	NOMcom	NOMB.=s|GENRE=m|CAS=r	pooir
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	doit
avoir	avoir	VERinf	MORPH=empty	avoir
vers	vers2	PRE	MORPH=empty	vers
franchise	franchise	NOMcom	NOMB.=s|GENRE=f|CAS=r	franchise
		PONfbl	MORPH=empty	
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
loiautez	lëauté	NOMcom	NOMB.=s|GENRE=f|CAS=r	loiautez
que	que4	CONsub	MORPH=empty	que
proier	priier	VERinf	MORPH=empty	proier
sanz	sans	PRE	MORPH=empty	sanz
doloir	doloir	VERinf	MORPH=empty	doloir
		PONfbl	MORPH=empty	
s	son4	DETpos	PERS.=3|GENRE=f|CAS=r	s
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amours
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
teus	tel	PROind	NOMB.=s|GENRE=m|CAS=n	teus
comme	come1	CONsub	MORPH=empty	comme
chascuns	chascun	PROind	NOMB.=s|GENRE=m|CAS=n	chascuns
la	le	PROper	NOMB.=s|GENRE=f|CAS=n	la
prise	prisier	VERcjg	NOMB.=s|GENRE=f|CAS=n	prise
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
de	de	PRE	MORPH=empty	de
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vous
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
pitiez	pitié	NOMcom	TEMPS=pst|NOMB.=s|CAS=n	pitiez
prise	prendre	VERppe	NOMB.=s|GENRE=f|CAS=r	prise
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
tant	tant	ADVgen	DEGRE=-	tant
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vous
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
seruie	servir	VERppe	NOMB.=s|GENRE=f|CAS=r	seruie
en	en1	PRE	MORPH=empty	en
bon	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	bon
espoir	espoir2	NOMcom	NOMB.=s|GENRE=m	espoir
bien	bien1	ADVgen	DEGRE=p	bien
deussiez	devoir	VERppe	MODE=sub|PERS.=2|NOMB.=p	deussiez
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
avoir	avoir	VERinf	MORPH=empty	avoir
aprise	aprendre	VERppe	MODE=ind|NOMB.=s|GENRE=f|CAS=r	aprise
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
doleur	dolor	NOMcom	NOMB.=s|GENRE=f|CAS=r	doleur
que	que4	PROrel	NOMB.=s|GENRE=f|CAS=r	que
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
faites	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	faites
avoir	avoir	VERinf	MORPH=empty	avoir
autrement	autrement	ADVgen	DEGRE=-	autrement
voir	voir	ADVgen	DEGRE=-	voir
n	ne1	ADVneg	MORPH=empty	n
iert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	iert
ja	ja	ADVgen	DEGRE=-	ja
par	par	PRE	MORPH=empty	par
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
requise	requerre	VERppe	MODE=ind|NOMB.=s|GENRE=f	requise
se	se	CONsub	MORPH=empty	se
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vous
par	par	PRE	MORPH=empty	par
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
ne	ne1	ADVneg	MORPH=empty	ne
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
faites	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	faites
savoir	savoir	VERinf	MORPH=empty	savoir
		PONfbl	MORPH=empty	
ja	ja	ADVgen	DEGRE=-	ja
ne	ne1	ADVneg	MORPH=empty	ne
verrai	vëoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	verrai
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
fin	fin1	NOMcom	NOMB.=s|GENRE=f|CAS=r	fin
de	de	PRE	MORPH=empty	de
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n	mon
seruise	servir	NOMcom	MODE=sub|NOMB.=s|GENRE=m|CAS=r	seruise
e	et	CONcoo	MORPH=empty	e
e	et	CONcoo	MORPH=empty	e
n	ne1	ADVneg	MORPH=empty	n
e	et	CONcoo	MORPH=empty	e
ser	sor2	NOMcom	NOMB.=s	ser
f	foi	VERcjg	MODE=ind|PERS.=3|NOMB.=s	f
pa	pas	ADVneg	NOMB.=s	pa
s	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	s
amor	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amor
s	se	PROper	PERS.=3|CAS=r	s
n	ne2	ADVneg	MORPH=empty	n
e	en2	CONcoo	MORPH=empty	e
asemainn	essaiiem	VERcjg	MODE=ind|NOMB.=s|CAS=n	asemainn
e	et	CONcoo	MORPH=empty	e
mai	mais1	CONcoo	PERS.=1|NOMB.=s|CAS=n	mai
,	,	PONfbl	MORPH=empty	,
chascu	chascur	ADVgen	NOMB.=s|GENRE=m|CAS=n	chascu
n	ne2	ADVneg	MORPH=empty	n
jou	je	PROper	NOMB.=s|GENRE=m|CAS=n	jou
r	re2	PRE	GENRE=m	r
si	si	ADVgen	DEGRE=-	si
l	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	l
l	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	l
i	i2	PROadv	MORPH=empty	i
venis	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	venis
t	tu	PROper	NOMB.=s|GENRE=m|CAS=r	t
e	et	CONcoo	MORPH=empty	e
ngr	noir	NOMcom	NOMB.=s|GENRE=m|CAS=r	ngr
e	et	CONcoo	MORPH=empty	e
mai	mais1	CONcoo	PERS.=1|NOMB.=s|CAS=r	mai
,	,	PONfbl	MORPH=empty	,
com	come1	CONsub	MORPH=empty	com
e	et	CONcoo	MORPH=empty	e
ci	ci	ADVgen	DEGRE=-	ci
l	le	PROper	NOMB.=s|GENRE=n|CAS=n	l
qu	que2	CONsub	NOMB.=s|GENRE=n	qu
i	i2	PROadv	CAS=n	i
amour	amor	NOMcom	NOMB.=s|CAS=n	amour
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
trai	traire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	trai
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
e	et	CONcoo	MORPH=empty	e
t	ton4	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r	t
mainn	main2	NOMcom	NOMB.=s|GENRE=f	mainn
e	et	CONcoo	MORPH=empty	e
a	a3	PRE	MODE=ind|TEMPS=pst	a
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
plaisir	plaisir	NOMcom	NOMB.=s|GENRE=m|CAS=r	plaisir
et	et	CONcoo	MORPH=empty	et
a	a3	PRE	MORPH=empty	a
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
volente	volenté	NOMcom	NOMB.=s|GENRE=f|CAS=r	volente
mout	mout	ADVgen	DEGRE=-	mout
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
greve	grever	NOMcom	MODE=sub|NOMB.=s|GENRE=f|CAS=r	greve
longement	longement2	ADVgen	DEGRE=-	longement
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
painne	peine	NOMcom	NOMB.=s|GENRE=f|CAS=r	painne
et	et	CONcoo	MORPH=empty	et
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que4	PROrel	NOMB.=s|GENRE=n|CAS=r	que
i	i2	PROadv	MORPH=empty	i
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	ai
si	si	ADVgen	DEGRE=-	si
loiaument	lëaument	ADVgen	DEGRE=p	loiaument
ame	ame	NOMcom	NOMB.=s|GENRE=f|CAS=r	ame
de	de	PRE	MORPH=empty	de
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
sui	estre1	VERcjg	TEMPS=pst|PERS.=1|NOMB.=s	sui
pres	près	ADVgen	DEGRE=-	pres
		PONfbl	MORPH=empty	
maiz	mais1	CONcoo	GENRE=m|CAS=n|DEGRE=c	maiz
s	son4	DETpos	PERS.=3|GENRE=f|CAS=n	s
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
m	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=i	m
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
lontainne	lointain	ADJqua	NOMB.=s|GENRE=f|CAS=n	lontainne
puis	puis	ADVgen	DEGRE=-	puis
que	que4	CONsub	MORPH=empty	que
blondiaus	blandon	NOMcom	NOMB.=s|GENRE=m|CAS=n	blondiaus
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
si	si	ADVgen	DEGRE=-	si
en	en1	PRE	MORPH=empty	en
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
demainne	demaine1	NOMcom	NOMB.=s|GENRE=m|CAS=r	demainne
		PONfbl	MORPH=empty	
a	a3	VERcjg	MODE=ind|TEMPS=pst	a
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
maintes	maint	DETind	NOMB.=p|GENRE=f|CAS=r	maintes
fois	foiz	NOMcom	NOMB.=p|GENRE=f|CAS=r	fois
mercie	mercïer	VERppe	PERS.=3|NOMB.=s|GENRE=f	mercie
		PONfbl	MORPH=empty	
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
quele	quel1	PROrel	NOMB.=s|GENRE=f|CAS=n	quele
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=n	sa
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=n	joie
premerainne	premerain	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	premerainne
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
di	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	di
pas	pas	ADVneg	MORPH=empty	pas
qu	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
n	ne1	ADVneg	MORPH=empty	n
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	ait
puis	puis	ADVgen	DEGRE=-	puis
comperé	comparer2	NOMcom	MODE=ind|NOMB.=s|CAS=r	comperé
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
biaute	biauté	NOMcom	NOMB.=s|GENRE=f|CAS=r	biaute
chascun	chascun	DETind	NOMB.=s|GENRE=m|CAS=r	chascun
jour	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jour
a	a3	PRE	MORPH=empty	a
estrainne	estreine	NOMcom	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	estrainne
maiz	mais1	CONcoo	CAS=r	maiz
cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=r	cele
n	ne1	ADVneg	MORPH=empty	n
a	avoir	PRE	MODE=ind|NOMB.=s	a
doucement	doucement	ADVgen	DEGRE=-	doucement
conforte	conforter	VERcjg	NOMB.=s|CAS=r	conforte
		PONfbl	MORPH=empty	
c	que4	PROrel	MORPH=empty	c
onques	onque	ADVgen	DEGRE=-	onques
ne	ne1	ADVneg	MORPH=empty	ne
vi	vëoir	VERcjg	MODE=ind|PERS.=1|NOMB.=s	vi
courtoisie	cortoisie	NOMcom	NOMB.=s|GENRE=f|CAS=r	courtoisie
vilainne	vilain	ADJqua	NOMB.=s|GENRE=f|CAS=r	vilainne
