token	lemma	POS	morph	treated
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
que	que4	PROrel	NOMB.=s|CAS=r	que
mes	mon1	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=n	mes
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuers
tant	tant	ADVgen	DEGRE=-	tant
aimme	amer1	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	aimme
et	et	CONcoo	MORPH=empty	et
prise	prisier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=f|CAS=n	prise
qu	que4	CONsub	MORPH=empty	qu
ailleurs	aillors	ADVgen	DEGRE=-	ailleurs
ne	ne1	ADVneg	MORPH=empty	ne
vait	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vait
desirrant	desirrer	VERppa	NOMB.=s	desirrant
encor	encore	ADVgen	DEGRE=-	encor
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
i	i2	PROadv	MORPH=empty	i
vois	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	vois
atendant	atendre	VERppa	MORPH=empty	atendant
maiz	mais1	CONcoo	GENRE=m|CAS=r|DEGRE=-	maiz
trop	trop	ADVgen	DEGRE=-	trop
dout	devoir	VERcjg	NOMB.=s	dout
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r	vostre
franchise	franchise	NOMcom	NOMB.=s|GENRE=f|CAS=r	franchise
pour	por2	PRE	MORPH=empty	pour
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r	tel
chose	chose	NOMcom	NOMB.=s|GENRE=f|CAS=r	chose
emprise	emprendre	VERppe	NOMB.=s|GENRE=f	emprise
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
souvent	sovent	ADVgen	TEMPS=pst|PERS.=3|NOMB.=p|DEGRE=-	souvent
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
dolant	dolent	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	dolant
et	et	CONcoo	MORPH=empty	et
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
mainne	mener	VERcjg	MODE=ind|PERS.=3|NOMB.=s	mainne
entante	entente	VERcjg	NOMB.=s|GENRE=f|DEGRE=p	entante
guise	guise	NOMcom	NOMB.=s|GENRE=f|CAS=r	guise
qu	que4	CONsub	MORPH=empty	qu
en	en1	PRE	MORPH=empty	en
veillier	veillier2	VERinf	NOMB.=s	veillier
et	et	CONcoo	MORPH=empty	et
en	en1	PRE	MORPH=empty	en
pensant	pensé	NOMcom	NOMB.=s|GENRE=m|CAS=r	pensant
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
en	en2	PROadv	MORPH=empty	en
vois	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	vois
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
nuit	nuit	NOMcom	NOMB.=s|GENRE=f|CAS=r	nuit
passant	passer1	VERppa	NOMB.=s|GENRE=m|CAS=r	passant
bien	bien1	ADVgen	DEGRE=p	bien
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
tient	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	tient
en	en1	PRE	MORPH=empty	en
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
justice	justice	NOMcom	NOMB.=s|GENRE=f|CAS=r	justice
si	se	ADVgen	DEGRE=-	si
n	ne1	ADVneg	MORPH=empty	n
aimie	amer1	VERcjg	MODE=ind|PERS.=3|NOMB.=s	aimie
nule	nul	DETind	NOMB.=s|GENRE=f|CAS=r	nule
rienz	rien	NOMcom	NOMB.=s|GENRE=f|CAS=r	rienz
tant	tant	ADVgen	DEGRE=-	tant
comme	come1	CONsub	MORPH=empty	comme
cel	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cel
jviai	fuir	NOMcom	TEMPS=psp|NOMB.=s	jviai
prise	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=f	prise
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r	mort
en	en1	PRE	MORPH=empty	en
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
bel	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	bel
samblant	semblant	NOMcom	NOMB.=s|GENRE=m|CAS=r	samblant
folz	fol3	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	folz
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
vait	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vait
plaignant	plaindre	VERppa	MORPH=empty	plaignant
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
la	il	PROper	PERS.=3|NOMB.=s|CAS=r	la
i	i2	PROadv	MORPH=empty	i
pourchaci	porchacier	VERcjg	MODE=ind|PERS.=1|NOMB.=s	pourchaci
e	et	CONcoo	MORPH=empty	e
e	et	CONcoo	MORPH=empty	e
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
quis	-	VERcjg	MODE=ind|PERS.=1|NOMB.=s|CAS=r	quis
e	et	CONcoo	MORPH=empty	e
dam	dan2	NOMpro	NOMB.=s|CAS=r	dam
e	et	CONcoo	MORPH=empty	e
e	et	CONcoo	MORPH=empty	e
n	ne2	ADVneg	MORPH=empty	n
qu	que4	CONsub	NOMB.=s	qu
i	i2	PROadv	MORPH=empty	i
biaute	biauté	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	biaute
,	,	PONfbl	MORPH=empty	,
ses	si+il	ADVgen.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	ses
t	tu	PROper	NOMB.=s|GENRE=m|CAS=r	t
mis	metre2	VERppe	MODE=ind|NOMB.=s|GENRE=m	mis
e	et	CONcoo	MORPH=empty	e
cheveu	chevel	NOMcom	NOMB.=s|GENRE=m|CAS=r	cheveu
,	,	PONfbl	MORPH=empty	,
blon	blont	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	blon
s	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
cor	corir	NOMcom	NOMB.=s|GENRE=m|CAS=r	cor
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
avenan	Avenant	NOMpro	NOMB.=s	avenan
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
e	et	CONcoo	MORPH=empty	e
t	tu	VERcjg	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
d	de	CONcoo	NOMB.=s	d
e	et	CONcoo	MORPH=empty	e
blanchet	blanchet	NOMcom	NOMB.=s|GENRE=m|CAS=r	blanchet
e	et	CONcoo	MORPH=empty	e
espris	esprendre2	VERppe	NOMB.=s|GENRE=m|CAS=r	espris
e	et	CONcoo	MORPH=empty	e
vermeill	vermeil1	NOMpro	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	vermeill
e	et	CONcoo	MORPH=empty	e
bouche	boche	NOMcom	NOMB.=s|GENRE=f|CAS=r	bouche
et	et	CONcoo	MORPH=empty	et
rrant	rendre	VERcjg	TEMPS=pst|NOMB.=s|GENRE=m|CAS=r|DEGRE=p	rrant
vis	vif	OUT	NOMB.=s|GENRE=m|CAS=n	vis
traitis	traitier	OUT	NOMB.=s|GENRE=m|CAS=r	traitis
fres	frois1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	fres
et	et	CONcoo	MORPH=empty	et
plaisant	plaisant	ADJqua	NOMB.=s|CAS=r	plaisant
soez	estre1	VERcjg	MODE=ind|PERS.=2|NOMB.=p	soez
desouz	desoz	PRE	MORPH=empty	desouz
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
chemise	chemise	NOMcom	NOMB.=s|GENRE=f|CAS=r	chemise
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	nel
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
fors	fors1	ADVgen	DEGRE=-	fors
en	en1	PRE	MORPH=empty	en
quidant	cuidier1	VERppa	NOMB.=s	quidant
certes	certes	ADVgen	DEGRE=-	certes
de	de	PRE	MORPH=empty	de
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
seandise	saintëé	NOMcom	NOMB.=s|GENRE=f|CAS=r	seandise
ne	ne1	ADVneg	MORPH=empty	ne
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
nule	nul	DETind	NOMB.=s|GENRE=f|CAS=r	nule
vuiant	vëoir	VERppa	NOMB.=s|GENRE=f|CAS=r	vuiant
grasse	cras	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grasse
et	et	CONcoo	MORPH=empty	et
grallle	graisle	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grallle
et	et	CONcoo	MORPH=empty	et
bien	bien1	ADVgen	DEGRE=p	bien
parlant	parler	VERppa	NOMB.=s	parlant
		PONfbl	MORPH=empty	
la	il	ADVgen	PERS.=3|NOMB.=s|GENRE=f|CAS=r	la
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fist
diex	dieu	NOMcom	NOMB.=s|GENRE=m|CAS=n	diex
a	a3	VERcjg	PERS.=3	a
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
devise	devise	NOMcom	NOMB.=s|GENRE=f|CAS=r	devise
mis	metre2	VERppe	NOMB.=s|GENRE=m|CAS=r	mis
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
en	en1	PRE	MORPH=empty	en
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
painne	peine	NOMcom	NOMB.=s|GENRE=f|CAS=r	painne
que	que4	CONsub	MORPH=empty	que
chascun	chascun	DETind	NOMB.=s|GENRE=m|CAS=r	chascun
jour	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jour
sent	sentir	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s|DEGRE=p	sent
doubler	dobler	VERinf	MORPH=empty	doubler
et	et	CONcoo	MORPH=empty	et
ades	adès	ADVgen	TEMPS=pst	ades
cist	cest	DETdem	NOMB.=s|GENRE=m|CAS=r	cist
mauz	mal1	NOMcom	NOMB.=s|CAS=n	mauz
mengrainne	marinet	ADJqua	NOMB.=s|GENRE=f|DEGRE=p	mengrainne
qu	que2	CONsub	MORPH=empty	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
mefait	mesfaire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	mefait
endurer	endurer	VERinf	MORPH=empty	endurer
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
n	ne1	ADVneg	MORPH=empty	n
en	en2	PROadv	MORPH=empty	en
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	puis
vis	vif	VERcjg	NOMB.=s	vis
eschaper	eschaper	VERinf	MORPH=empty	eschaper
quar	car	CONcoo	MORPH=empty	quar
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
santez	santé	NOMcom	NOMB.=p|CAS=r	santez
m	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=i	m
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
lontainne	lointain	ADJqua	NOMB.=s|GENRE=f|CAS=n	lontainne
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
si	si	ADVgen	DEGRE=-	si
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
effreer	esfrëer	VERinf	MORPH=empty	effreer
cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=n	cele
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
de	de	PRE	MORPH=empty	de
cruaute	crüauté	NOMcom	NOMB.=s|GENRE=f|CAS=r	cruaute
plainne	plein	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	plainne
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
la	il	PROper	PERS.=3|DEGRE=-	la
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
porroit	pöoir	VERcjg	MODE=con|PERS.=3|NOMB.=s	porroit
douner	doner	VERinf	MORPH=empty	douner
simple	simple	ADJqua	NOMB.=s|CAS=r	simple
chieres	chier	NOMcom	NOMB.=p|GENRE=f|CAS=r	chieres
et	et	CONcoo	MORPH=empty	et
moustrer	mostrer	VERinf	NOMB.=s	moustrer
		PONfbl	MORPH=empty	
mai	mai	ADVgen	PERS.=1|NOMB.=s|CAS=r	mai
,	,	PONfbl	MORPH=empty	,
i	i2	PROadv	MORPH=empty	i
l	il	PROper	PERS.=3|NOMB.=s|CAS=r	l
n	ne1	ADVneg	MORPH=empty	n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
plu	plus	ADVgen	NOMB.=s|CAS=r|DEGRE=-	plu
,	,	PONfbl	MORPH=empty	,
mal	mal1	ADVgen	CAS=r|DEGRE=p	mal
rainn	raim	NOMcom	NOMB.=s|GENRE=m|CAS=r	rainn
e	et	CONcoo	MORPH=empty	e
ver	voir	ADVgen	NOMB.=s|CAS=r	ver
s	se	CONsub	MORPH=empty	s
mo	mon1	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mo
i	i2	PROadv	MORPH=empty	i
es	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	es
t	tu	PROadv	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
dur	dur	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	dur
e	et	CONcoo	MORPH=empty	e
e	et	CONcoo	MORPH=empty	e
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
soutainn	soutain2	VERcjg	NOMB.=s|GENRE=m|CAS=n	soutainn
e	et	CONcoo	MORPH=empty	e
nochoiso	noce	NOMpro	TEMPS=psp|NOMB.=s|GENRE=f|CAS=r	nochoiso
n	ne1	ADVneg	MORPH=empty	n
n	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
se	soi1	PROper	PERS.=3	se
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
trouue	trover	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	trouue
r	OUT	PRE	GENRE=m	r
s	se	PROper	PERS.=3|NOMB.=s|GENRE=m	s
e	et	CONcoo	MORPH=empty	e
die	dire	VERcjg	MODE=sub|PERS.=3|NOMB.=s	die
x	20	PROper	MORPH=empty	x
comm	come1	CONsub	MORPH=empty	comm
e	et	CONcoo	MORPH=empty	e
doin	doner	VERcjg	PERS.=1|NOMB.=s	doin
t	ton4	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
bon	bon	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	bon
e	et	CONcoo	MORPH=empty	e
estrainne	estreindre	NOMpro	NOMB.=s|GENRE=f|DEGRE=p	estrainne
fors	fors1	ADVgen	MORPH=empty	fors
tant	tant	ADVgen	DEGRE=-	tant
que	que4	CONsub	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
losa	löer1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	losa
merele	merveille	NOMcom	NOMB.=s|GENRE=f|CAS=r	merele
en	en2	PROadv	MORPH=empty	en
fait	faire	VERcjg	NOMB.=s|CAS=r	fait
mout	mout	ADVgen	DEGRE=-	mout
a	a3	PRE	MORPH=empty	a
blasmer	blasmer	VERinf	MORPH=empty	blasmer
quant	cant1	CONsub	MORPH=empty	quant
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
de	de	PRE	MORPH=empty	de
ce	ce1	DETdem	NOMB.=s|GENRE=n|CAS=r	ce
vilainne	vilain	NOMcom	NOMB.=s|GENRE=f|CAS=r	vilainne
		PONfbl	MORPH=empty	
qu	que4	PROrel	MORPH=empty	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
veer	vëer	VERinf	MORPH=empty	veer
ja	ja	ADVgen	DEGRE=-	ja
es	estre1	VERcjg	PERS.=2|NOMB.=s	es
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
c	cent	DETcar	NOMB.=s|CAS=r	c
e	et	CONcoo	MORPH=empty	e
l	le	DETdef	GENRE=m|CAS=r	l
a	a3	PRE	MORPH=empty	a
premerainn	premerain	NOMpro	NOMB.=s|GENRE=m|CAS=r	premerainn
e	et	CONcoo	MORPH=empty	e
qu	que4	CONsub	GENRE=m	qu
jonque	juene	PRE	CAS=n	jonque
s	se	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
osaiss	oser	NOMcom	MODE=sub|TEMPS=ipf|NOMB.=s|GENRE=m	osaiss
e	et	CONcoo	MORPH=empty	e
ame	ame	NOMcom	NOMB.=s|GENRE=f|CAS=r	ame
r	ror2	PRE	GENRE=m	r
nu	nu1	ADJqua	NOMB.=s|GENRE=n|CAS=r	nu
s	se	PROper	NOMB.=s	s
n	ne2	ADVneg	MORPH=empty	n
e	en1	VERcjg	MORPH=empty	e
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
n	ne1	ADVneg	MORPH=empty	n
porroi	pöoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	porroi
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
tourne	torner	VERcjg	MODE=ind|PERS.=3|NOMB.=s	tourne
r	ror2	PRE	GENRE=m	r
		PONfbl	MORPH=empty	
qu	que4	CONsub	GENRE=n	qu
e	et	CONcoo	MORPH=empty	e
n	ne2	ADVneg	MORPH=empty	n
e	et	CONcoo	MORPH=empty	e
soi	estre1	PROper	PERS.=1|NOMB.=s	soi
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
daerrainn	däerrain	NOMpro	NOMB.=s|CAS=r	daerrainn
e	et	CONcoo	MORPH=empty	e
