token	lemma	POS	morph	treated
tout	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tout
son	son4	ADJpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
vivant	vivre1	NOMcom	NOMB.=s|GENRE=m|CAS=r	vivant
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r	merci
deust	devoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	deust
avoir	avoir	VERinf	MORPH=empty	avoir
pluz	plus	ADVgen	DEGRE=-	pluz
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
		PONfbl	MORPH=empty	
de	de	PRE	MORPH=empty	de
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
ci	ci	ADVgen	DEGRE=-	ci
vois	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	vois
languissant	langion	VERppa	MORPH=empty	languissant
biaus	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	biaus
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	sire
dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	dex
sele	sele	NOMcom	NOMB.=s|GENRE=f|CAS=n	sele
aime	amer1	VERcjg	MODE=ind|PERS.=3|NOMB.=s	aime
ja	ja	ADVgen	DEGRE=-	ja
dounez	doner	VERppe	MODE=imp|PERS.=2|NOMB.=p|CAS=r	dounez
que	que4	CONsub	MORPH=empty	que
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	ce
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	soit
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	moi
avant	avant	ADVgen	DEGRE=p	avant
quar	car	CONcoo	MORPH=empty	quar
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
bien	bien1	ADVgen	DEGRE=p	bien
c	que4	CONsub	NOMB.=s	c
onques	onque	ADVgen	DEGRE=-	onques
n	ne1	ADVneg	MORPH=empty	n
ama	amer1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ama
pour	por2	PRE	MORPH=empty	pour
ceu	ce1	PROdem	NOMB.=s|GENRE=m|CAS=r	ceu
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n	mes
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuers
pluz	plus	ADVgen	DEGRE=-	pluz
en	en1	PRE	MORPH=empty	en
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
mout	mout	ADVgen	DEGRE=-	mout
a	a3	PRE	MORPH=empty	a
envis	enviz	NOMcom	DEGRE=-	envis
i	i2	PROadv	MORPH=empty	i
aprendraie	aprendre	VERcjg	MODE=ind|NOMB.=s	aprendraie
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
en	en2	PROadv	MORPH=empty	en
vois	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	vois
bien	bien1	ADVgen	DEGRE=p	bien
apercevant	apercevoir	VERppa	MORPH=empty	apercevant
quant	cant1	CONsub	MORPH=empty	quant
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
encore	encore	ADVgen	DEGRE=-	encore
sent	saint	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	sent
un	un	PROind	NOMB.=s|GENRE=m|CAS=r	un
a	avoir	PRE	NOMB.=s	a
		PONfbl	MORPH=empty	
nus	nos1	PROind	NOMB.=s|GENRE=m|CAS=i	nus
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
mauz	mal1	NOMcom	NOMB.=p|GENRE=m|CAS=r	mauz
damer	dame	VERinf	MORPH=empty	damer
donc	donc	ADVgen	DEGRE=-	donc
i	i2	PROadv	MORPH=empty	i
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	ai
tant	tant	ADVgen	DEGRE=-	tant
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	ses
clers	clerc	NOMcom	NOMB.=p|GENRE=m|CAS=r	clers
vis	vis1	ADJqua	NOMB.=p|GENRE=m|CAS=r	vis
qu	que4	CONsub	MORPH=empty	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
si	si	ADVgen	DEGRE=-	si
rrant	rendre	NOMcom	TEMPS=pst|NOMB.=s|GENRE=m|CAS=r	rrant
		PONfbl	MORPH=empty	
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fait
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
mien	mien	PROpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mien
ma	mon1	PROpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
trist	triste	VERcjg	MODE=ind|TEMPS=psp|NOMB.=s	trist
e	et	CONcoo	MORPH=empty	e
e	et	CONcoo	MORPH=empty	e
t	tu	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
pensan	Penser	NOMcom	PERS.=1|NOMB.=s|GENRE=m|CAS=n	pensan
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
l	le	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	l
i	i2	PROadv	MORPH=empty	i
lon	le	VERcjg	PERS.=1|NOMB.=s|GENRE=n	lon
s	soi1	CONsub	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
delai	dela	ADVgen	MODE=ind|TEMPS=psp|PERS.=1	delai
d	de	PRE	MORPH=empty	d
al	a3+le	NOMpro	NOMB.=s|GENRE=m|CAS=r	al
i	i2	PROadv	GENRE=m|CAS=r	i
parle	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|CAS=r	parle
r	rompre	PRE	GENRE=m	r
		PONfbl	MORPH=empty	
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
e	et	CONcoo	MORPH=empty	e
fai	faire	VERcjg	MODE=ind|PERS.=1|NOMB.=s	fai
t	ton4	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
souven	sovenir	VERcjg	MODE=imp|PERS.=1|NOMB.=s	souven
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
taindr	tenir1	VERinf	MORPH=empty	taindr
e	et	CONcoo	MORPH=empty	e
e	et	CONcoo	MORPH=empty	e
t	tu	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=n	t
pali	palir	VERcjg	PERS.=1|NOMB.=s|GENRE=f	pali
r	sor2	PRE	GENRE=m	r
quan	cant1	CONsub	MORPH=empty	quan
t	tu	PROper	PERS.=2|NOMB.=s|CAS=n	t
g	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	g
su	sus	VERcjg	PERS.=2|NOMB.=s	su
i	i2	PROadv	NOMB.=s	i
n	ne1	ADVneg	MORPH=empty	n
e	et	CONcoo	MORPH=empty	e
lo	le	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	lo
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
esguarde	esgarder	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	esguarde
r	roi2	PRE	GENRE=m	r
tant	tant	ADVgen	DEGRE=-	tant
en	en2	PROadv	MORPH=empty	en
dout	devoir	VERcjg	TEMPS=pst|NOMB.=s	dout
mesex	mieus	ADVgen	NOMB.=p|GENRE=m|CAS=r	mesex
a	a3	PRE	MORPH=empty	a
partir	partir	VERinf	MORPH=empty	partir
qu	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
s	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
sevent	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sevent
revenir	revenir	VERinf	MORPH=empty	revenir
ne	ne2	CONcoo	MORPH=empty	ne
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	les
en	en2	PROadv	MORPH=empty	en
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1	puis
tourner	torner	VERinf	MORPH=empty	tourner
pour	por2	PRE	MORPH=empty	pour
chastoier	chastiier	VERinf	MORPH=empty	chastoier
de	de	PRE	MORPH=empty	de
mieuz	mieus	ADVgen	DEGRE=c	mieuz
couurir	corir	VERinf	MORPH=empty	couurir
quar	car	CONcoo	MORPH=empty	quar
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
dont	dont	PROrel	NOMB.=s|GENRE=n|CAS=i	dont
on	on	PROind	NOMB.=s|GENRE=n|CAS=n	on
a	avoir	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	a
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
desir	desir	NOMcom	NOMB.=s|CAS=r	desir
		PONfbl	MORPH=empty	
fait	faire	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|CAS=r	fait
bien	bien1	ADVgen	DEGRE=p	bien
mesure	mesure	NOMcom	NOMB.=s|GENRE=f|CAS=r	mesure
tressaillir	trassalir	VERinf	MORPH=empty	tressaillir
