token	lemma	POS	morph	treated
merveille	merveille	NOMcom	NOMB.=s|GENRE=f|CAS=r	merveille
droiture	droiture	NOMcom	NOMB.=s|GENRE=f|CAS=r	droiture
e	et	CONcoo	MORPH=empty	e
t	tu	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=n	t
raiso	raison	NOMcom	TEMPS=psp|NOMB.=s|GENRE=f|CAS=n	raiso
n	ne2	ADVneg	MORPH=empty	n
failli	falir	VERcjg	MODE=ind|PERS.=1|NOMB.=s	failli
r	ror2	PRE	GENRE=m	r
qu	que4	CONsub	GENRE=n	qu
e	et	CONcoo	MORPH=empty	e
i	i2	PROadv	NOMB.=s	i
e	et	CONcoo	MORPH=empty	e
vou	vos	PROper	PERS.=2|NOMB.=s|CAS=n	vou
s	soi1	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
tiefgn	tenir1	VERcjg	NOMB.=s|GENRE=m	tiefgn
e	et	CONcoo	MORPH=empty	e
aami	amer1	NOMcom	NOMB.=s|GENRE=m|CAS=r	aami
e	et	CONcoo	MORPH=empty	e
dooi	doi	VERcjg	MODE=ind|PERS.=1|NOMB.=s|CAS=r	dooi
s	se	CONsub	NOMB.=s	s
ne	ne2	ADVneg	MORPH=empty	ne
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
porroi	pöoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	porroi
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=i	t
otroie	otroiier	VERcjg	MODE=con|PERS.=3|NOMB.=s	otroie
r	ror2	PRE	GENRE=m	r
s	se	DETpos	NOMB.=s|GENRE=m	s
e	et	CONcoo	MORPH=empty	e
vostr	vostre	NOMcom	PERS.=2|NOMB.=s	vostr
e	et	CONcoo	MORPH=empty	e
gran	grant	NOMpro	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	gran
,	,	PONfbl	MORPH=empty	,
seignouri	seignori	VERppe	NOMB.=s|GENRE=m|CAS=r	seignouri
e	et	CONcoo	MORPH=empty	e
plainn	plein	NOMpro	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	plainn
e	et	CONcoo	MORPH=empty	e
d	de	PRE	MORPH=empty	d
ebont	Adom	NOMpro	NOMB.=s|GENRE=m|CAS=r	ebont
e	et	CONcoo	MORPH=empty	e
guarnie	garnir	VERppe	NOMB.=s|GENRE=m|CAS=r	guarnie
ne	ne2	ADVneg	MORPH=empty	ne
mi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mi
vuelent	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	vuelent
conselllier	conseillier1	VERinf	MORPH=empty	conselllier
		PONfbl	MORPH=empty	
mar	mar	ADVgen	MORPH=empty	mar
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
vi	vëoir	VERcjg	MODE=ind|PERS.=1|NOMB.=s	vi
et	et	CONcoo	MORPH=empty	et
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r	mort
quier	querre	VERcjg	PERS.=1|NOMB.=s	quier
poures	por2	ADJqua	NOMB.=p	poures
cuers	cuer2	NOMcom	NOMB.=p|GENRE=m|CAS=r	cuers
se	soi1	PROper	PERS.=3|NOMB.=s|CAS=r	se
desconseille	desconseillier	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	desconseille
et	et	CONcoo	MORPH=empty	et
lait	lait2	NOMcom	MODE=ind|TEMPS=pst|NOMB.=s|GENRE=m	lait
de	de	PRE	MORPH=empty	de
paour	pëor	NOMcom	NOMB.=s|GENRE=f|CAS=r	paour
morir	morir	VERinf	MORPH=empty	morir
et	et	CONcoo	MORPH=empty	et
viguereuz	vigoros	NOMcom	NOMB.=s|GENRE=m|CAS=n	viguereuz
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	s
appareille	apareillier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	appareille
en	en1	PRE	MORPH=empty	en
biau	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	biau
confort	confort	NOMcom	NOMB.=s|GENRE=m|CAS=r	confort
de	de	PRE	MORPH=empty	de
guerir	gerir	VERinf	MORPH=empty	guerir
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
maiz	mais1	CONcoo	GENRE=f|CAS=r	maiz
rienz	rien	NOMcom	NOMB.=s|GENRE=f|CAS=r	rienz
que	que2	CONsub	CAS=r	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
die	dire	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	die
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
vaut	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	vaut
quar	car	CONcoo	MORPH=empty	quar
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
sourquier	sorquerre	VERinf	TEMPS=pst|NOMB.=s	sourquier
sun	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	sun
petut	poit	NOMcom	NOMB.=s|GENRE=m|CAS=r	petut
de	de	PRE	MORPH=empty	de
felonie	felonie	NOMcom	NOMB.=s|GENRE=f|CAS=r	felonie
esprise	esprendre2	VERppe	NOMB.=s|GENRE=f|CAS=r	esprise
de	de	PRE	MORPH=empty	de
vile	vile	NOMcom	NOMB.=s|GENRE=f|CAS=r	vile
ne	ne2	ADVneg	MORPH=empty	ne
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
pitie	pitié	NOMcom	NOMB.=s|GENRE=f|CAS=r	pitie
desvoier	desvoiier1	VERinf	MORPH=empty	desvoier
		PONfbl	MORPH=empty	
mar	mar	ADVgen	MORPH=empty	mar
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
oi	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	oi
tant	tant	ADVgen	DEGRE=-	tant
prisier	prisier	VERinf	MORPH=empty	prisier
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
trop	trop	ADVgen	DEGRE=-	trop
haut	haut	ADVgen	TEMPS=pst|PERS.=3|NOMB.=s|DEGRE=p	haut
bee	bëer	VERcjg	NOMB.=s|CAS=r|DEGRE=p	bee
et	et	CONcoo	MORPH=empty	et
te	ton4	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	te
seille	sele	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s|CAS=n	seille
maint	maint	DETind	NOMB.=s|GENRE=m|CAS=n	maint
desconfort	desconforter	NOMcom	NOMB.=s|GENRE=m	desconfort
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
oir	öir	NOMcom	GENRE=m	oir
maiz	mais1	CONcoo	CAS=r|DEGRE=-	maiz
tres	très	ADVgen	DEGRE=-	tres
granz	grant	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	granz
amours	amor	NOMcom	NOMB.=p|GENRE=f|CAS=r	amours
pareille	pareille	VERcjg	MODE=ind|NOMB.=s|GENRE=f|CAS=r	pareille
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que4	PROrel	NOMB.=s|GENRE=n|CAS=r	que
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
plaist	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	plaist
a	a3	PRE	MORPH=empty	a
soufrir	sofrir	VERinf	MORPH=empty	soufrir
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
tres	très	ADVgen	DEGRE=-	tres
grande	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grande
seignorie	seignorie	NOMcom	NOMB.=s|GENRE=f|CAS=r	seignorie
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
monter	monter	VERinf	MORPH=empty	monter
et	et	CONcoo	MORPH=empty	et
avoier	avoiier	VERinf	MORPH=empty	avoier
douce	douz	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	douce
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
vostre	vostre	PROpos	PERS.=2|NOMB.=s|GENRE=f|CAS=n	vostre
aie	avoir	NOMcom	NOMB.=s|GENRE=f	aie
cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=r	cele
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
en	en1	PRE	MORPH=empty	en
baillie	baillie	NOMcom	NOMB.=s|GENRE=f|CAS=r	baillie
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
bien	bien1	ADVgen	DEGRE=p	bien
condiure	conduire	VERinf	NOMB.=s|GENRE=f|CAS=n	condiure
et	et	CONcoo	MORPH=empty	et
haucier	haucier	VERinf	MORPH=empty	haucier
		PONfbl	MORPH=empty	
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
outrageus	outrajos	NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	outrageus
desirrier	desirrier2	NOMcom	GENRE=m	desirrier
dedenz	dedenz	PRE	MORPH=empty	dedenz
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
monte	monter	VERppe	MODE=ind|NOMB.=s	monte
treille	tresque1	VERcjg	PERS.=3|NOMB.=s	treille
toute	tot	ADVgen	CAS=r	toute
preste	prest1	NOMcom	NOMB.=s|GENRE=f|CAS=r	preste
de	de	PRE	MORPH=empty	de
flourir	florir	VERinf	MORPH=empty	flourir
fine	fin2	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	fine
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amours
bone	bon	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bone
et	et	CONcoo	MORPH=empty	et
feeille	feril	ADJqua	NOMB.=s|GENRE=f|CAS=r	feeille
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
la	il	PROper	NOMB.=s|CAS=r	la
deigneroit	deignier	VERcjg	MODE=con|PERS.=3|NOMB.=s	deigneroit
joira	jöir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	joira
maiz	mais1	CONcoo	GENRE=f|CAS=r	maiz
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amours
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
n	ne1	ADVneg	MORPH=empty	n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=n	joie
ne	ne1	ADVneg	MORPH=empty	ne
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
esleecier	eslëecier	VERinf	MORPH=empty	esleecier
se	se	CONsub	MORPH=empty	se
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
mors	mort	NOMcom	NOMB.=s|GENRE=f|CAS=n	mors
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
chastie	chastiier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	chastie
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
volente	volenté	NOMcom	NOMB.=s|GENRE=f|CAS=r	volente
am	en1	PRE	MORPH=empty	am
anemie	enemi	NOMcom	NOMB.=s|GENRE=m|CAS=r	anemie
ne	ne1	ADVneg	MORPH=empty	ne
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1	puis
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
biau	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	biau
tort	tort2	NOMcom	NOMB.=s|GENRE=m|CAS=r	tort
chanleissier	changier	VERinf	MORPH=empty	chanleissier
		PONfbl	MORPH=empty	
ne	ne2	CONcoo	MORPH=empty	ne
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
outrage	outrage	NOMcom	NOMB.=s|GENRE=m|CAS=r	outrage
changier	changier	VERinf	MORPH=empty	changier
